,team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
0,Virtus.pro,RAMZES666,ESL One Genting 2018,2018-01-23,2018-01-28,1201.4443097260794,1327.0154749191408,1201.4443097260794,1327.0154749191408
1,Virtus.pro,Noone,ESL One Genting 2018,2018-01-23,2018-01-28,1201.4443097260794,1327.0154749191408,1201.4443097260794,1327.0154749191408
2,Virtus.pro,9pasha,ESL One Genting 2018,2018-01-23,2018-01-28,1201.4443097260794,1327.0154749191408,1201.4443097260794,1327.0154749191408
3,Virtus.pro,Lil,ESL One Genting 2018,2018-01-23,2018-01-28,1201.4443097260794,1327.0154749191408,1201.4443097260794,1327.0154749191408
4,Virtus.pro,Solo,ESL One Genting 2018,2018-01-23,2018-01-28,1201.4443097260794,1327.0154749191408,1201.4443097260794,1327.0154749191408
5,Team Liquid,MATUMBAMAN,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,1025.4788529137331,1028.809453293362
6,Team Liquid,Miracle-,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,1025.4788529137331,1028.809453293362
7,Team Liquid,MinD ContRoL,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,1025.4788529137331,1028.809453293362
8,Team Liquid,GH,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,1025.4788529137331,1028.809453293362
9,Team Liquid,KuroKy,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,1025.4788529137331,1028.809453293362
10,Newbee,Moogy,ESL One Genting 2018,2018-01-23,2018-01-28,1196.2772064325916,1262.4797337663726,1014.1926834188745,999.125097678441
11,Newbee,Sccc,ESL One Genting 2018,2018-01-23,2018-01-28,1196.2772064325916,1262.4797337663726,1014.1926834188745,999.125097678441
12,Newbee,Kpii,ESL One Genting 2018,2018-01-23,2018-01-28,1196.2772064325916,1262.4797337663726,1014.1926834188745,999.125097678441
13,Newbee,Kaka,ESL One Genting 2018,2018-01-23,2018-01-28,1196.2772064325916,1262.4797337663726,1014.1926834188745,999.125097678441
14,Newbee,Faith,ESL One Genting 2018,2018-01-23,2018-01-28,1196.2772064325916,1262.4797337663726,1014.1926834188745,999.125097678441
15,Mineski,NaNa,ESL One Genting 2018,2018-01-23,2018-01-28,1138.7733166431822,1213.7113249062152,1138.7733166431822,1213.7113249062152
16,Mineski,Mushi,ESL One Genting 2018,2018-01-23,2018-01-28,1138.7733166431822,1213.7113249062152,1138.7733166431822,1213.7113249062152
17,Mineski,Iceiceice,ESL One Genting 2018,2018-01-23,2018-01-28,1138.7733166431822,1213.7113249062152,1138.7733166431822,1213.7113249062152
18,Mineski,Jabz,ESL One Genting 2018,2018-01-23,2018-01-28,1138.7733166431822,1213.7113249062152,1138.7733166431822,1213.7113249062152
19,Mineski,Ninjaboogie,ESL One Genting 2018,2018-01-23,2018-01-28,1138.7733166431822,1213.7113249062152,1138.7733166431822,1213.7113249062152
20,Evil Geniuses,Arteezy,ESL One Genting 2018,2018-01-23,2018-01-28,1097.2945636022378,1138.496770822579,1097.2945636022378,1138.496770822579
21,Evil Geniuses,Fear,ESL One Genting 2018,2018-01-23,2018-01-28,1097.2945636022378,1138.496770822579,1097.2945636022378,1138.496770822579
22,Evil Geniuses,Cr1t-,ESL One Genting 2018,2018-01-23,2018-01-28,1097.2945636022378,1138.496770822579,1097.2945636022378,1138.496770822579
23,Evil Geniuses,MiSeRy,ESL One Genting 2018,2018-01-23,2018-01-28,1097.2945636022378,1138.496770822579,1097.2945636022378,1138.496770822579
24,Team Secret,Ace,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,957.4001761163327,942.7962250126874
25,Team Secret,Fata,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,957.4001761163327,942.7962250126874
26,Team Secret,Puppey,ESL One Genting 2018,2018-01-23,2018-01-28,956.7472731915584,933.0471911340939,957.4001761163327,942.7962250126874
27,Vici Gaming,Paparazi?,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
28,Vici Gaming,Ori,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
29,Vici Gaming,ELeVeN,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
30,Vici Gaming,LaNm,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
31,Vici Gaming,Fenrir,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
32,Fnatic,EternaLEnVy,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
33,Fnatic,Abed,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
34,Fnatic,UNiVeRsE,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
35,Fnatic,DJ,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
36,Fnatic,Pieliedie,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
37,LGD.Forever Young,Monet,ESL One Genting 2018,2018-01-23,2018-01-28,1099.3850159450271,1136.1143492850074,1099.3850159450271,1136.1143492850074
38,LGD.Forever Young,Super,ESL One Genting 2018,2018-01-23,2018-01-28,1099.3850159450271,1136.1143492850074,1099.3850159450271,1136.1143492850074
39,LGD.Forever Young,Inflame,ESL One Genting 2018,2018-01-23,2018-01-28,1099.3850159450271,1136.1143492850074,1099.3850159450271,1136.1143492850074
40,LGD.Forever Young,Ddc,ESL One Genting 2018,2018-01-23,2018-01-28,1099.3850159450271,1136.1143492850074,1099.3850159450271,1136.1143492850074
41,VGJ.Thunder,Sylar,ESL One Genting 2018,2018-01-23,2018-01-28,1016.5915177954225,1043.7559787182831,1151.0758954268908,1192.4646869113442
42,VGJ.Thunder,Yang,ESL One Genting 2018,2018-01-23,2018-01-28,1016.5915177954225,1043.7559787182831,1151.0758954268908,1192.4646869113442
43,VGJ.Thunder,Pain,ESL One Genting 2018,2018-01-23,2018-01-28,1016.5915177954225,1043.7559787182831,1151.0758954268908,1192.4646869113442
44,VGJ.Thunder,Ayo,ESL One Genting 2018,2018-01-23,2018-01-28,1016.5915177954225,1043.7559787182831,1151.0758954268908,1192.4646869113442
45,PENTA Sports,Oliver,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
46,PENTA Sports,Nine,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
47,PENTA Sports,Buugi,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
48,PENTA Sports,Dnz,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
49,PENTA Sports,RmN-,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
50,Planet Dog,Ditya Ra,ESL One Genting 2018,2018-01-23,2018-01-28,N/A,N/A,N/A,N/A
51,Planet Dog,Mag~,ESL One Genting 2018,2018-01-23,2018-01-28,N/A,N/A,N/A,N/A
52,Planet Dog,MiLAN,ESL One Genting 2018,2018-01-23,2018-01-28,N/A,N/A,N/A,N/A
53,Planet Dog,J4,ESL One Genting 2018,2018-01-23,2018-01-28,N/A,N/A,N/A,N/A
54,Natus Vincere,Crystallize,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
55,Natus Vincere,Dendi,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
56,Natus Vincere,GeneRaL,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
57,Natus Vincere,RodjER,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
58,Natus Vincere,SoNNeikO,ESL One Genting 2018,2018-01-23,2018-01-28,1093.0996969638554,1135.4606479667777,1096.7024417253567,1092.4928155152684
59,TNC Pro Team,Raven,ESL One Genting 2018,2018-01-23,2018-01-28,1151.9196835770795,1260.0594509913187,1151.9196835770795,1260.0594509913187
60,TNC Pro Team,Kuku,ESL One Genting 2018,2018-01-23,2018-01-28,1151.9196835770795,1260.0594509913187,1151.9196835770795,1260.0594509913187
61,TNC Pro Team,Sam H,ESL One Genting 2018,2018-01-23,2018-01-28,1151.9196835770795,1260.0594509913187,1151.9196835770795,1260.0594509913187
62,TNC Pro Team,Tims,ESL One Genting 2018,2018-01-23,2018-01-28,1151.9196835770795,1260.0594509913187,1151.9196835770795,1260.0594509913187
63,TNC Pro Team,1437,ESL One Genting 2018,2018-01-23,2018-01-28,1151.9196835770795,1260.0594509913187,1151.9196835770795,1260.0594509913187
64,CompLexity Gaming,Chessie,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
65,CompLexity Gaming,Limmp,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
66,CompLexity Gaming,Moo,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
67,CompLexity Gaming,Zfreek,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
68,CompLexity Gaming,Melonzz,ESL One Genting 2018,2018-01-23,2018-01-28,1222.8554765146657,1420.5740831067687,999.858875673353,992.9579353868772
69,SG e-sports,Costabile,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
70,SG e-sports,Liposa,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
71,SG e-sports,Bardo,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
72,SG e-sports,Thiolicor,ESL One Genting 2018,2018-01-23,2018-01-28,957.4001761163327,942.7962250126874,957.4001761163327,942.7962250126874
73,Evil Geniuses,Arteezy,Captains Draft 4.0,2018-01-04,2018-01-07,1110.174249880347,1144.3759591487894,1104.2248647421252,1148.3619091526755
74,Evil Geniuses,Fear,Captains Draft 4.0,2018-01-04,2018-01-07,1110.174249880347,1144.3759591487894,1104.2248647421252,1148.3619091526755
75,Evil Geniuses,SumaiL,Captains Draft 4.0,2018-01-04,2018-01-07,1110.174249880347,1144.3759591487894,1104.2248647421252,1148.3619091526755
76,Evil Geniuses,Cr1t-,Captains Draft 4.0,2018-01-04,2018-01-07,1110.174249880347,1144.3759591487894,1104.2248647421252,1148.3619091526755
77,Team Secret,Ace,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1025.4549040348381,1042.3787665359134
78,Team Secret,MidOne,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1025.4549040348381,1042.3787665359134
79,Team Secret,Fata,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1025.4549040348381,1042.3787665359134
80,Team Secret,YapzOr,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1025.4549040348381,1042.3787665359134
81,Team Secret,Puppey,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1025.4549040348381,1042.3787665359134
82,CompLexity Gaming,Chessie,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
83,CompLexity Gaming,Limmp,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
84,CompLexity Gaming,Moo,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
85,CompLexity Gaming,Zfreek,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
86,CompLexity Gaming,Melonzz,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
87,PaiN Gaming,HFn,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
88,PaiN Gaming,Tavo,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
89,PaiN Gaming,Duster,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
90,PaiN Gaming,PAADA,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
91,OG,N0tail,Captains Draft 4.0,2018-01-04,2018-01-07,1180.170159609497,1238.0753683526857,1169.7621471664934,1223.0726636736065
92,OG,Resolut1on,Captains Draft 4.0,2018-01-04,2018-01-07,1180.170159609497,1238.0753683526857,1169.7621471664934,1223.0726636736065
93,OG,S4,Captains Draft 4.0,2018-01-04,2018-01-07,1180.170159609497,1238.0753683526857,1169.7621471664934,1223.0726636736065
94,OG,JerAx,Captains Draft 4.0,2018-01-04,2018-01-07,1180.170159609497,1238.0753683526857,1169.7621471664934,1223.0726636736065
95,OG,Fly,Captains Draft 4.0,2018-01-04,2018-01-07,1180.170159609497,1238.0753683526857,1169.7621471664934,1223.0726636736065
96,Team Empire,Silent,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1169.9516433590195,1236.690677577936
97,Team Empire,Fn,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1169.9516433590195,1236.690677577936
98,Team Empire,Ghostik,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1169.9516433590195,1236.690677577936
99,Team Empire,Yoky-,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1169.9516433590195,1236.690677577936
100,Team Empire,Miposhka,Captains Draft 4.0,2018-01-04,2018-01-07,1050.1525016433725,1086.849874354237,1169.9516433590195,1236.690677577936
101,Vici Gaming,Paparazi?,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
102,Vici Gaming,Ori,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
103,Vici Gaming,ELeVeN,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
104,Vici Gaming,LaNm,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
105,Vici Gaming,Fenrir,Captains Draft 4.0,2018-01-04,2018-01-07,1033.6054122240255,1063.3520268134105,999.3370256375555,1000.9912483085054
106,Mineski,Mushi,Captains Draft 4.0,2018-01-04,2018-01-07,1106.833631521155,1195.5519047557416,1103.5845539271763,1174.3246215962295
107,Mineski,NaNa,Captains Draft 4.0,2018-01-04,2018-01-07,1106.833631521155,1195.5519047557416,1103.5845539271763,1174.3246215962295
108,Mineski,Iceiceice,Captains Draft 4.0,2018-01-04,2018-01-07,1106.833631521155,1195.5519047557416,1103.5845539271763,1174.3246215962295
109,Mineski,Jabz,Captains Draft 4.0,2018-01-04,2018-01-07,1106.833631521155,1195.5519047557416,1103.5845539271763,1174.3246215962295
110,Mineski,Ninjaboogie,Captains Draft 4.0,2018-01-04,2018-01-07,1106.833631521155,1195.5519047557416,1103.5845539271763,1174.3246215962295
111,OG,N0tail,DOTA Summit 8,2017-12-13,2017-12-17,1222.6126299865703,1364.0329825652552,1178.1350618726076,1216.5967545316646
112,OG,Resolut1on,DOTA Summit 8,2017-12-13,2017-12-17,1222.6126299865703,1364.0329825652552,1178.1350618726076,1216.5967545316646
113,OG,S4,DOTA Summit 8,2017-12-13,2017-12-17,1222.6126299865703,1364.0329825652552,1178.1350618726076,1216.5967545316646
114,OG,JerAx,DOTA Summit 8,2017-12-13,2017-12-17,1222.6126299865703,1364.0329825652552,1178.1350618726076,1216.5967545316646
115,OG,Fly,DOTA Summit 8,2017-12-13,2017-12-17,1222.6126299865703,1364.0329825652552,1178.1350618726076,1216.5967545316646
116,Evil Geniuses,Arteezy,DOTA Summit 8,2017-12-13,2017-12-17,1163.8700016111213,1253.0346867985531,1112.9402195227683,1132.7766419413608
117,Evil Geniuses,Fear,DOTA Summit 8,2017-12-13,2017-12-17,1163.8700016111213,1253.0346867985531,1112.9402195227683,1132.7766419413608
118,OpTic Gaming,Pajkatt,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
119,OpTic Gaming,CC&amp;C,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
120,OpTic Gaming,Zai,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
121,OpTic Gaming,Saksa,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
122,OpTic Gaming,Ppd,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
123,CompLexity Gaming,Chessie,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
124,CompLexity Gaming,Limmp,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
125,CompLexity Gaming,Moo,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
126,CompLexity Gaming,Zfreek,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
127,CompLexity Gaming,Melonzz,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
128,Sacred,Benjaz,DOTA Summit 8,2017-12-13,2017-12-17,1050.7736002773195,1042.4345027090349,1013.225837165071,999.580773335729
129,Sacred,LeoStyle-,DOTA Summit 8,2017-12-13,2017-12-17,1050.7736002773195,1042.4345027090349,1013.225837165071,999.580773335729
130,Sacred,Kingteka,DOTA Summit 8,2017-12-13,2017-12-17,1050.7736002773195,1042.4345027090349,1013.225837165071,999.580773335729
131,Sacred,Matthew,DOTA Summit 8,2017-12-13,2017-12-17,1050.7736002773195,1042.4345027090349,1013.225837165071,999.580773335729
132,Sacred,DeMoN,DOTA Summit 8,2017-12-13,2017-12-17,1050.7736002773195,1042.4345027090349,1013.225837165071,999.580773335729
133,Team Kinguin,Exotic Deer,DOTA Summit 8,2017-12-13,2017-12-17,1201.8516401920795,1281.1176199476597,1051.303682658888,1075.2590787251536
134,Team Kinguin,Nisha,DOTA Summit 8,2017-12-13,2017-12-17,1201.8516401920795,1281.1176199476597,1051.303682658888,1075.2590787251536
135,Team Kinguin,Patos,DOTA Summit 8,2017-12-13,2017-12-17,1201.8516401920795,1281.1176199476597,1051.303682658888,1075.2590787251536
136,Team Kinguin,EL lisasH,DOTA Summit 8,2017-12-13,2017-12-17,1201.8516401920795,1281.1176199476597,1051.303682658888,1075.2590787251536
137,Team Kinguin,Kacor,DOTA Summit 8,2017-12-13,2017-12-17,1201.8516401920795,1281.1176199476597,1051.303682658888,1075.2590787251536
138,Virtus.pro,RAMZES666,DOTA Summit 8,2017-12-13,2017-12-17,1135.8969158156674,1196.2762247097398,1227.4531192067427,1378.9359347834368
139,Virtus.pro,Noone,DOTA Summit 8,2017-12-13,2017-12-17,1135.8969158156674,1196.2762247097398,1227.4531192067427,1378.9359347834368
140,Virtus.pro,9pasha,DOTA Summit 8,2017-12-13,2017-12-17,1135.8969158156674,1196.2762247097398,1227.4531192067427,1378.9359347834368
141,Virtus.pro,Lil,DOTA Summit 8,2017-12-13,2017-12-17,1135.8969158156674,1196.2762247097398,1227.4531192067427,1378.9359347834368
142,Virtus.pro,Artstyle,DOTA Summit 8,2017-12-13,2017-12-17,1135.8969158156674,1196.2762247097398,1227.4531192067427,1378.9359347834368
143,LGD Gaming,Ame,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
144,LGD Gaming,Maybe,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
145,LGD Gaming,Fy,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
146,LGD Gaming,Yao,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
147,LGD Gaming,QQQ,DOTA Summit 8,2017-12-13,2017-12-17,963.7524822622985,932.4084575365359,1051.303682658888,1075.2590787251536
148,Fnatic,Abed,DOTA Summit 8,2017-12-13,2017-12-17,1106.2021573749935,1146.0188213204826,1115.2351154218475,1167.667821836522
149,Fnatic,Ohaiyo,DOTA Summit 8,2017-12-13,2017-12-17,1106.2021573749935,1146.0188213204826,1115.2351154218475,1167.667821836522
150,Fnatic,DJ,DOTA Summit 8,2017-12-13,2017-12-17,1106.2021573749935,1146.0188213204826,1115.2351154218475,1167.667821836522
151,Fnatic,Pieliedie,DOTA Summit 8,2017-12-13,2017-12-17,1106.2021573749935,1146.0188213204826,1115.2351154218475,1167.667821836522
152,OpTic Gaming,Pajkatt,ROG MASTERS 2017,2017-12-07,2017-12-10,962.224699266389,929.5595670279437,1036.4321684337017,1070.2440307380718
153,OpTic Gaming,CC&amp;C,ROG MASTERS 2017,2017-12-07,2017-12-10,962.224699266389,929.5595670279437,1036.4321684337017,1070.2440307380718
154,OpTic Gaming,Zai,ROG MASTERS 2017,2017-12-07,2017-12-10,962.224699266389,929.5595670279437,1036.4321684337017,1070.2440307380718
155,OpTic Gaming,Saksa,ROG MASTERS 2017,2017-12-07,2017-12-10,962.224699266389,929.5595670279437,1036.4321684337017,1070.2440307380718
156,OpTic Gaming,Ppd,ROG MASTERS 2017,2017-12-07,2017-12-10,962.224699266389,929.5595670279437,1036.4321684337017,1070.2440307380718
157,WarriorsGaming.Unity,Meracle,ROG MASTERS 2017,2017-12-07,2017-12-10,1003.4258549053804,1050.277525328678,1048.7619218698235,1087.431078432389
158,WarriorsGaming.Unity,Feero,ROG MASTERS 2017,2017-12-07,2017-12-10,1003.4258549053804,1050.277525328678,1048.7619218698235,1087.431078432389
159,WarriorsGaming.Unity,Velo,ROG MASTERS 2017,2017-12-07,2017-12-10,1003.4258549053804,1050.277525328678,1048.7619218698235,1087.431078432389
160,WarriorsGaming.Unity,AfrOmoush,ROG MASTERS 2017,2017-12-07,2017-12-10,1003.4258549053804,1050.277525328678,1048.7619218698235,1087.431078432389
161,Execration,Gabbi,ROG MASTERS 2017,2017-12-07,2017-12-10,1014.6951302476759,1056.269689557107,1014.3948986004177,1055.1200609861655
162,Execration,Bimbo,ROG MASTERS 2017,2017-12-07,2017-12-10,1014.6951302476759,1056.269689557107,1014.3948986004177,1055.1200609861655
163,Execration,RR,ROG MASTERS 2017,2017-12-07,2017-12-10,1014.6951302476759,1056.269689557107,1014.3948986004177,1055.1200609861655
164,Execration,Kim0,ROG MASTERS 2017,2017-12-07,2017-12-10,1014.6951302476759,1056.269689557107,1014.3948986004177,1055.1200609861655
165,Team Empire,Silent,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1001.897714282065,990.9967339600156
166,Team Empire,Fn,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1001.897714282065,990.9967339600156
167,Team Empire,Ghostik,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1001.897714282065,990.9967339600156
168,Team Empire,Miposhka,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1001.897714282065,990.9967339600156
169,Team Empire,VANSKOR,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1001.897714282065,990.9967339600156
170,PENTA Sports,Nine,ROG MASTERS 2017,2017-12-07,2017-12-10,1001.937294545931,990.8089545619857,1001.897714282065,990.9967339600156
171,PENTA Sports,Buugi,ROG MASTERS 2017,2017-12-07,2017-12-10,1001.937294545931,990.8089545619857,1001.897714282065,990.9967339600156
172,PENTA Sports,Dnz,ROG MASTERS 2017,2017-12-07,2017-12-10,1001.937294545931,990.8089545619857,1001.897714282065,990.9967339600156
173,PENTA Sports,RmN-,ROG MASTERS 2017,2017-12-07,2017-12-10,1001.937294545931,990.8089545619857,1001.897714282065,990.9967339600156
174,Team MAX,Fonte,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1012.1769622975131,1007.9940370963792
175,Team MAX,Chalice,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1012.1769622975131,1007.9940370963792
176,Team MAX,Hy,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1012.1769622975131,1007.9940370963792
177,Team MAX,Demons,ROG MASTERS 2017,2017-12-07,2017-12-10,984.1449328460066,987.9599096716724,1012.1769622975131,1007.9940370963792
178,Virtus.Pro,RAMZES666,MDL Macau,2017-12-08,2017-12-10,1120.061687772768,1156.525014578502,1108.7670947736458,1143.3763514713414
179,Virtus.Pro,Noone,MDL Macau,2017-12-08,2017-12-10,1120.061687772768,1156.525014578502,1108.7670947736458,1143.3763514713414
180,Virtus.Pro,9pasha,MDL Macau,2017-12-08,2017-12-10,1120.061687772768,1156.525014578502,1108.7670947736458,1143.3763514713414
181,Virtus.Pro,Lil,MDL Macau,2017-12-08,2017-12-10,1120.061687772768,1156.525014578502,1108.7670947736458,1143.3763514713414
182,LGD Gaming,Ame,MDL Macau,2017-12-08,2017-12-10,1049.4375986466246,1088.6425800919246,930.6106468273427,915.0238982080001
183,LGD Gaming,Fy,MDL Macau,2017-12-08,2017-12-10,1049.4375986466246,1088.6425800919246,930.6106468273427,915.0238982080001
184,LGD Gaming,Yao,MDL Macau,2017-12-08,2017-12-10,1049.4375986466246,1088.6425800919246,930.6106468273427,915.0238982080001
185,LGD Gaming,Victoria,MDL Macau,2017-12-08,2017-12-10,1049.4375986466246,1088.6425800919246,930.6106468273427,915.0238982080001
186,EHOME,Old chicken,MDL Macau,2017-12-08,2017-12-10,1022.7104422372729,1095.76084012352,1019.1484645948442,1084.298148254315
187,EHOME,Cty,MDL Macau,2017-12-08,2017-12-10,1022.7104422372729,1095.76084012352,1019.1484645948442,1084.298148254315
188,EHOME,Faith bian,MDL Macau,2017-12-08,2017-12-10,1022.7104422372729,1095.76084012352,1019.1484645948442,1084.298148254315
189,EHOME,Hym,MDL Macau,2017-12-08,2017-12-10,1022.7104422372729,1095.76084012352,1019.1484645948442,1084.298148254315
