,team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
2173,STARK eSports,Nemphy,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,954.7956723714784,929.2412527161767,961.9396217930348,940.4237420539761
2174,STARK eSports,Trixi,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,954.7956723714784,929.2412527161767,961.9396217930348,940.4237420539761
2175,STARK eSports,Vaalix,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,954.7956723714784,929.2412527161767,961.9396217930348,940.4237420539761
2176,STARK eSports,Okcya,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,954.7956723714784,929.2412527161767,961.9396217930348,940.4237420539761
2177,Team Empire,Silent,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1252.1548091746815,1437.298576326781,979.5282709509659,982.86437270982
2178,Team Empire,Resolut1on,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1252.1548091746815,1437.298576326781,979.5282709509659,982.86437270982
2179,Team Empire,Chshrct,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1252.1548091746815,1437.298576326781,979.5282709509659,982.86437270982
2180,Team Empire,ALOHADANCE,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1252.1548091746815,1437.298576326781,979.5282709509659,982.86437270982
2181,Team Empire,NoFear,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1252.1548091746815,1437.298576326781,979.5282709509659,982.86437270982
2182,ScaryFaceZ,RmN-,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,945.1472493247644,910.2683398136517,923.6843536103771,878.5869558318645
2183,ScaryFaceZ,UnderShock,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,945.1472493247644,910.2683398136517,923.6843536103771,878.5869558318645
2184,ScaryFaceZ,Ax.Mo,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,945.1472493247644,910.2683398136517,923.6843536103771,878.5869558318645
2185,ScaryFaceZ,Sh4dowehhh,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,945.1472493247644,910.2683398136517,923.6843536103771,878.5869558318645
2186,Team Bad English,Gedrox,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1132.7345753345458,1216.7921927969824,979.5282709509659,982.86437270982
2187,Team Bad English,PwN,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1132.7345753345458,1216.7921927969824,979.5282709509659,982.86437270982
2188,Team Bad English,Zenigata,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,1132.7345753345458,1216.7921927969824,979.5282709509659,982.86437270982
2189,Fantastic Five 2015,Nexus,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2190,Fantastic Five 2015,Ghostik,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2191,Fantastic Five 2015,KingR,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2192,Fantastic Five 2015,Yol,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2193,Walrus Punch!,Yoky-,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2194,Walrus Punch!,GeneRaL,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2195,Walrus Punch!,SQreen,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2196,Walrus Punch!,Zxc,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2197,Reasonable Doubt (page does not exist),Mastermind,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2198,Reasonable Doubt (page does not exist),Mikey,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2199,Reasonable Doubt (page does not exist),Bashruk,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2200,Siberian Valenki Black,QwisTa,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2201,Siberian Valenki Black,Pikachu,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2202,Siberian Valenki Black,Fervian,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2203,NoLifer5,Zayac,PGL Dota 2 Pro-AM,2015-10-30,2015-11-24,N/A,N/A,N/A,N/A
2204,4 Clover &amp; Lepricon,Blitz,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2205,4 Clover &amp; Lepricon,Pajkatt,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2206,4 Clover &amp; Lepricon,SexyBamboe,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2207,4 Clover &amp; Lepricon,Saksa,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2208,4 Clover &amp; Lepricon,EGM,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2209,Team Liquid,MATUMBAMAN,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1037.8555017704539,1059.0425256043177,1110.750136677183,1134.9486079423496
2210,Team Liquid,MinD ContRoL,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1037.8555017704539,1059.0425256043177,1110.750136677183,1134.9486079423496
2211,Team Liquid,JerAx,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1037.8555017704539,1059.0425256043177,1110.750136677183,1134.9486079423496
2212,Team Liquid,KuroKy,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1037.8555017704539,1059.0425256043177,1110.750136677183,1134.9486079423496
2213,Alliance,Loda,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,978.0798130034955,962.3363110038883,1171.71159215548,1250.8442534097235
2214,Alliance,S4,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,978.0798130034955,962.3363110038883,1171.71159215548,1250.8442534097235
2215,Alliance,AdmiralBulldog,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,978.0798130034955,962.3363110038883,1171.71159215548,1250.8442534097235
2216,Alliance,Akke,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,978.0798130034955,962.3363110038883,1171.71159215548,1250.8442534097235
2217,Alliance,Mynuts,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,978.0798130034955,962.3363110038883,1171.71159215548,1250.8442534097235
2218,Arcade.PowerRangers,TpoH,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1033.4227865480534,1079.4963994235354,1092.29052795461,1150.2323833028988
2219,Arcade.PowerRangers,Chshrct,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1033.4227865480534,1079.4963994235354,1092.29052795461,1150.2323833028988
2220,Arcade.PowerRangers,J4,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1033.4227865480534,1079.4963994235354,1092.29052795461,1150.2323833028988
2221,Arcade.PowerRangers,Bignum,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1033.4227865480534,1079.4963994235354,1092.29052795461,1150.2323833028988
2222,CIS Rejects,RAMZES666,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2223,CIS Rejects,Iceberg,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2224,CIS Rejects,AfterLife,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2225,CIS Rejects,ALWAYSWANNAFLY,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2226,CIS Rejects,Goblak,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2227,Golden Boys,ThuG,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2228,Golden Boys,SkyLark,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2229,Golden Boys,Maybe Next Time,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2230,Golden Boys,SKANKS224,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2231,HellRaisers,XBOCT,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2232,HellRaisers,Afoninje,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2233,HellRaisers,Shachlo,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2234,HellRaisers,Goddam,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2235,HellRaisers,Ubah,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2236,Kaipi,Beesa,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2237,Kaipi,CanceL^^,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2238,Kaipi,BOne7,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2239,Kaipi,ComeWithMe,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2240,OG,Miracle-,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2241,OG,MoonMeander,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2242,OG,Cr1t-,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2243,OG,Fly,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2244,Monkey Freedom Fighters,PARIS,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,996.1738142055842,1022.7021010447004
2245,Monkey Freedom Fighters,Neqroman,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,996.1738142055842,1022.7021010447004
2246,Monkey Freedom Fighters,SingSing,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,996.1738142055842,1022.7021010447004
2247,Monkey Freedom Fighters,7ckngMad,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,996.1738142055842,1022.7021010447004
2248,Monkey Freedom Fighters,YapzOr,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,996.1738142055842,1022.7021010447004
2249,Natus Vincere,Ditya Ra,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1010.275727963608,1017.9353809405685,937.6036303987042,936.2442756338052
2250,Natus Vincere,Dendi,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1010.275727963608,1017.9353809405685,937.6036303987042,936.2442756338052
2251,Natus Vincere,Funn1k,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1010.275727963608,1017.9353809405685,937.6036303987042,936.2442756338052
2252,Natus Vincere,SoNNeikO,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1010.275727963608,1017.9353809405685,937.6036303987042,936.2442756338052
2253,Natus Vincere,ALWAYSWANNAFLY,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1010.275727963608,1017.9353809405685,937.6036303987042,936.2442756338052
2254,Fantastic Five 2015,Sedoy,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2255,Fantastic Five 2015,Ghostik,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2256,Fantastic Five 2015,KingR,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2257,Fantastic Five 2015,Yol,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,N/A,N/A,N/A,N/A
2258,Ninjas in Pyjamas,Era,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1027.0281889299733,1035.8345035595546,1043.760748550746,1100.7211035785958
2259,Ninjas in Pyjamas,Limmp,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1027.0281889299733,1035.8345035595546,1043.760748550746,1100.7211035785958
2260,Ninjas in Pyjamas,Jonassomfan,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1027.0281889299733,1035.8345035595546,1043.760748550746,1100.7211035785958
2261,Ninjas in Pyjamas,Handsken,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1027.0281889299733,1035.8345035595546,1043.760748550746,1100.7211035785958
2262,Ninjas in Pyjamas,Sealkid,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1027.0281889299733,1035.8345035595546,1043.760748550746,1100.7211035785958
2263,No Logic Gaming,Kole,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,936.4650931823155,882.2923328413775,933.3663655679571,915.417393816953
2264,No Logic Gaming,Excalibur,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,936.4650931823155,882.2923328413775,933.3663655679571,915.417393816953
2265,No Logic Gaming,Mitch,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,936.4650931823155,882.2923328413775,933.3663655679571,915.417393816953
2266,No Logic Gaming,MiLAN,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,936.4650931823155,882.2923328413775,933.3663655679571,915.417393816953
2267,No Logic Gaming,SsaSpartan,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,936.4650931823155,882.2923328413775,933.3663655679571,915.417393816953
2268,PRIES Gaming,Nix,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1078.1057572465802,1089.211325969887,933.3663655679571,915.417393816953
2269,PRIES Gaming,Flow,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1078.1057572465802,1089.211325969887,933.3663655679571,915.417393816953
2270,PRIES Gaming,Windx,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,1078.1057572465802,1089.211325969887,933.3663655679571,915.417393816953
2271,Team Empire,Silent,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,973.979903222684,957.5299819294609,981.9311609614876,970.5080297338371
2272,Team Empire,GeneRaL,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,973.979903222684,957.5299819294609,981.9311609614876,970.5080297338371
2273,Team Empire,Resolut1on,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,973.979903222684,957.5299819294609,981.9311609614876,970.5080297338371
2274,Team Empire,ALOHADANCE,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,973.979903222684,957.5299819294609,981.9311609614876,970.5080297338371
2275,Team Empire,NoFear,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,973.979903222684,957.5299819294609,981.9311609614876,970.5080297338371
2276,Fnatic,Black^,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1043.5887946526761,1104.4769622337062,1178.674445999618,1286.4994642879053
2277,Fnatic,Mushi,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1043.5887946526761,1104.4769622337062,1178.674445999618,1286.4994642879053
2278,Fnatic,DJ,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1043.5887946526761,1104.4769622337062,1178.674445999618,1286.4994642879053
2279,Fnatic,Ohaiyo,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1043.5887946526761,1104.4769622337062,1178.674445999618,1286.4994642879053
2280,Fnatic,Net (player),World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1043.5887946526761,1104.4769622337062,1178.674445999618,1286.4994642879053
2281,Mineski,Kuku,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2282,Mineski,RyOyr,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2283,Mineski,JessieVash,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2284,Mineski,Julz,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2285,MVP Phoenix,MP,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2286,MVP Phoenix,QO,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2287,MVP Phoenix,March (Korean player),World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2288,MVP Phoenix,Febby,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2289,MVP Phoenix,Heen,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2290,MVP HOT6ix,Doctor,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2291,MVP HOT6ix,Forev,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2292,MVP HOT6ix,Reisen,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2293,MVP HOT6ix,DuBu,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,974.9936812665258,955.4092359161771,1034.2547723521618,1073.7500617775754
2294,Signature.Trust,LaKelz,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2295,Signature.Trust,MyPro,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2296,Signature.Trust,AabBAA,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2297,Team SatuDuaTiga,Ben,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1140.8355459181994,1216.2389387735902,965.7902995461311,951.2032282550024
2298,Team SatuDuaTiga,KaNG,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1140.8355459181994,1216.2389387735902,965.7902995461311,951.2032282550024
2299,Team SatuDuaTiga,343,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1140.8355459181994,1216.2389387735902,965.7902995461311,951.2032282550024
2300,Team SatuDuaTiga,Minerva,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,1140.8355459181994,1216.2389387735902,965.7902995461311,951.2032282550024
2301,TnC Gaming,Gnoji,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,994.1168415704341,973.4866166008089,976.286470117278,916.7639361296078
2302,TnC Gaming,Sam H,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,994.1168415704341,973.4866166008089,976.286470117278,916.7639361296078
2303,TnC Gaming,Eyyou,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,994.1168415704341,973.4866166008089,976.286470117278,916.7639361296078
2304,TnC Gaming,XLucky,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,994.1168415704341,973.4866166008089,976.286470117278,916.7639361296078
2305,4Hate (page does not exist),Chibix,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2306,4Hate (page does not exist),Poloson,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2307,4Hate (page does not exist),NutZ,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2308,4Hate (page does not exist),XFreedom,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,2015-10-14,N/A,N/A,N/A,N/A
2309,Virtus.pro,Illidan,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1090.6101273792235,1141.3166417237935,1088.7588999764835,1138.42944525703
2310,Virtus.pro,G,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1090.6101273792235,1141.3166417237935,1088.7588999764835,1138.42944525703
2311,Virtus.pro,DkPhobos,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1090.6101273792235,1141.3166417237935,1088.7588999764835,1138.42944525703
2312,Virtus.pro,Lil,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1090.6101273792235,1141.3166417237935,1088.7588999764835,1138.42944525703
2313,Virtus.pro,Fng,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1090.6101273792235,1141.3166417237935,1088.7588999764835,1138.42944525703
2314,Team Empire,Silent,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2315,Team Empire,Resolut1on,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2316,Team Empire,Ubah,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2317,Team Empire,ALOHADANCE,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2318,Team Empire,ALWAYSWANNAFLY,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2319,Vega Squadron,Mag~,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,974.1583267434428,957.821204910516,974.6862899529522,958.6829467879711
2320,Vega Squadron,Solo,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,974.1583267434428,957.821204910516,974.6862899529522,958.6829467879711
2321,Vega Squadron,CemaTheSlayeR,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,974.1583267434428,957.821204910516,974.6862899529522,958.6829467879711
2322,Alliance,Loda,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,978.2301228571857,962.5945762998617,978.674896463478,963.3587949072918
2323,Alliance,S4,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,978.2301228571857,962.5945762998617,978.674896463478,963.3587949072918
2324,Alliance,AdmiralBulldog,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,978.2301228571857,962.5945762998617,978.674896463478,963.3587949072918
2325,Alliance,Mynuts,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,978.2301228571857,962.5945762998617,978.674896463478,963.3587949072918
2326,Alliance,Akke,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,978.2301228571857,962.5945762998617,978.674896463478,963.3587949072918
2327,Natus Vincere,XBOCT,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1039.4414789298432,1107.0059755351087,1009.9967652088012,1017.4484759452816
2328,Natus Vincere,Dendi,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1039.4414789298432,1107.0059755351087,1009.9967652088012,1017.4484759452816
2329,Natus Vincere,Funn1k,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1039.4414789298432,1107.0059755351087,1009.9967652088012,1017.4484759452816
2330,Natus Vincere,SoNNeikO,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1039.4414789298432,1107.0059755351087,1009.9967652088012,1017.4484759452816
2331,Natus Vincere,PSM,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1039.4414789298432,1107.0059755351087,1009.9967652088012,1017.4484759452816
2332,Ninjas in Pyjamas,Era,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1026.8428527773106,1035.588781249432,1064.2846127038863,1118.5315374053162
2333,Ninjas in Pyjamas,Limmp,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1026.8428527773106,1035.588781249432,1064.2846127038863,1118.5315374053162
2334,Ninjas in Pyjamas,Jonassomfan,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1026.8428527773106,1035.588781249432,1064.2846127038863,1118.5315374053162
2335,Ninjas in Pyjamas,Sealkid,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1026.8428527773106,1035.588781249432,1064.2846127038863,1118.5315374053162
2336,Ninjas in Pyjamas,Handsken,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,1026.8428527773106,1035.588781249432,1064.2846127038863,1118.5315374053162
2337,Team Secret,EternaLEnVy,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2338,Team Secret,W33,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2339,Team Secret,MiSeRy,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2340,Team Secret,Puppey,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2341,Team Secret,Pieliedie,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,959.9244369632087,942.8361524329744,974.6862899529522,958.6829467879711
2342,(monkey) Business,Miracle-,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,N/A,N/A,N/A,N/A
2343,(monkey) Business,MoonMeander,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,N/A,N/A,N/A,N/A
2344,(monkey) Business,Cr1t-,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,N/A,N/A,N/A,N/A
2345,(monkey) Business,Fly,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,N/A,N/A,N/A,N/A
2346,Virtus.pro,Illidan,Gaming Paradise 2015,2015-09-10,2015-09-12,1097.7344747382363,1152.427859336763,1096.3987117424342,1150.344587343163
2347,Virtus.pro,DkPhobos,Gaming Paradise 2015,2015-09-10,2015-09-12,1097.7344747382363,1152.427859336763,1096.3987117424342,1150.344587343163
2348,Virtus.pro,Lil,Gaming Paradise 2015,2015-09-10,2015-09-12,1097.7344747382363,1152.427859336763,1096.3987117424342,1150.344587343163
2349,Virtus.pro,Fng,Gaming Paradise 2015,2015-09-10,2015-09-12,1097.7344747382363,1152.427859336763,1096.3987117424342,1150.344587343163
2350,Ninjas in Pyjamas,Era,Gaming Paradise 2015,2015-09-10,2015-09-12,1028.953409431668,1038.386998700818,1028.5576955034487,1037.862353405268
2351,Ninjas in Pyjamas,Limmp,Gaming Paradise 2015,2015-09-10,2015-09-12,1028.953409431668,1038.386998700818,1028.5576955034487,1037.862353405268
2352,Ninjas in Pyjamas,Jonassomfan,Gaming Paradise 2015,2015-09-10,2015-09-12,1028.953409431668,1038.386998700818,1028.5576955034487,1037.862353405268
