,tour,place,prize,team
408,Global Grand Masters,4,"$5,000",Escape Gaming
409,Global Grand Masters,4,"$5,000",Ad Finem
410,Global Grand Masters,4,"$5,000",Team Liquid
411,Global Grand Masters,4,"$5,000",Flipsid3 Tactics
412,Pro Gamer League 2016 (PGL 2016) - Summer,1,"$50,000",MVP Phoenix
413,Pro Gamer League 2016 (PGL 2016) - Summer,2,"$30,000",CDEC Gaming
414,Pro Gamer League 2016 (PGL 2016) - Summer,3,"$20,000",iG Vitality
415,Pro Gamer League 2016 (PGL 2016) - Summer,3,"$20,000",EHOME.Keen
416,Pro Gamer League 2016 (PGL 2016) - Summer,3,"$20,000",TongFu
417,Pro Gamer League 2016 (PGL 2016) - Summer,3,"$20,000",Brave Heart
418,Pro Gamer League 2016 (PGL 2016) - Summer,3,"$20,000",CDEC Avenger
419,Pro Gamer League 2016 (PGL 2016) - Summer,3,"$20,000",Mineski.Sports5
420,Dota2 Professional League Season 1,1,"$14,000",LGD Gaming
421,Dota2 Professional League Season 1,2,"$14,000",Newbee
422,Dota2 Professional League Season 1,3,"$14,000",Vici Gaming Reborn
423,Dota2 Professional League Season 1,4,"$14,000",Wings Gaming
424,Dota2 Professional League Season 1,5,"$14,000",iG Vitality
425,Dota2 Professional League Season 1,6,"$14,000",FTD club C
426,Dota2 Professional League Season 1,7,"$14,000",CDEC Gaming
427,Dota2 Professional League Season 1,8,"$14,000",Invictus Gaming
428,Dota2 Professional League Season 1,9,"$14,000",EHOME
429,Dota2 Professional League Season 1,10,"$14,000",CDEC Youth
430,Dota2 Professional League Season 1,11,"$5,000",Vici Gaming
431,Dota2 Professional League Season 1,12,"$5,000",TongFu
432,Dota2 Professional League Season 1,13,"$5,000",Newbee Young
433,Dota2 Professional League Season 1,14,"$5,000",EHOME.Keen
434,Dota2 Professional League Season 1,15,"$5,000",CDEC Avenger
435,Dota2 Professional League Season 1,16,"$5,000",Brave Heart
436,Dota2 Professional League Season 1,17,"$5,000",We Are Young
437,Dota2 Professional League Season 1,18,"$5,000",Template:OrdinalWritten/18
438,Dota2 Professional League Season 1,19,"$5,000",DUOBAO
439,Dota2 Professional League Season 1,20,"$5,000",EHOME.Luminous
440,Dota2 Professional League Season 1,21,"$5,000",Avalon Club
441,Dota2 Professional League Season 1,22,"$5,000",Thunderobot Gaming
442,G-League 2016,1,"$37,410",TongFu
443,G-League 2016,2,"$14,964",Invictus Gaming
444,G-League 2016,3,"$2,993",Newbee Young
445,G-League 2016,3,"$2,993",CDEC Avenger
446,G-League 2016,3,"$2,993",CDEC Gaming
447,G-League 2016,3,"$2,993",To.be.or.not.to.be
448,G-League 2016,3,"$2,993",Wings Gaming
449,G-League 2016,3,"$2,993",iG Vitality
450,G-League 2016,3,"$2,993",DUOBAO
451,G-League 2016,3,"$2,993",FTD club C
452,G-League 2016,3,"$2,993",EHOME
453,G-League 2016,3,"$2,993",G.star
454,G-League 2016,3,"$2,993",Vici Gaming
455,G-League 2016,3,"$2,993",FTD club A
456,G-League 2016,3,"$2,993",CDEC Youth
457,National Electronic Arena 2016,1,"$120,216",Invictus Gaming
458,National Electronic Arena 2016,2,"$37,568",Newbee
459,National Electronic Arena 2016,3,"$22,541",CDEC Gaming
460,National Electronic Arena 2016,4,"$15,027",Newbee Young
461,DreamLeague Season 5,1,"$50,000",OG
462,DreamLeague Season 5,2,"$25,000",Natus Vincere
463,DreamLeague Season 5,3,"$15,000",Virtus.pro
464,DreamLeague Season 5,4,"$10,000",No Diggity
465,World Cyber Arena 2016 SEA Qualifiers,1,"$30,554",WarriorsGaming.Unity
466,World Cyber Arena 2016 SEA Qualifiers,2,"$15,277",TNC Pro Team
467,World Cyber Arena 2016 SEA Qualifiers,3,"$7,639",MVP Phoenix
468,World Cyber Arena 2016 SEA Qualifiers,4,"$1,528",Signature.Trust
469,World Cyber Arena 2016 SEA Qualifiers,5,"$1,528",Execration
470,World Cyber Arena 2016 SEA Qualifiers,5,"$1,528",The Mongolz
471,World Cyber Arena 2016 SEA Qualifiers,5,"$1,528",Mineski.Sports5
472,World Cyber Arena 2016 SEA Qualifiers,5,"$1,528",Orange.Taring
473,World Cyber Arena 2016 Chinese Qualifiers S1,1,"$30,500",Wings Gaming
474,World Cyber Arena 2016 Chinese Qualifiers S1,2,"$15,275",Vici Gaming Reborn
475,World Cyber Arena 2016 Chinese Qualifiers S1,3,"$7,638",TongFu
476,World Cyber Arena 2016 Chinese Qualifiers S1,4,"$1,528",CDEC Youth
477,World Cyber Arena 2016 Chinese Qualifiers S1,5,"$1,528",FTD club A
478,World Cyber Arena 2016 Chinese Qualifiers S1,5,"$1,528",Newbee
479,World Cyber Arena 2016 Chinese Qualifiers S1,7,"$1,528",Insane Buster
480,World Cyber Arena 2016 Chinese Qualifiers S1,7,"$1,528",Invictus Gaming
481,Captains Draft 3.0,1,"$43,454",Evil Geniuses
482,Captains Draft 3.0,2,"$28,555",Vega Squadron
483,Captains Draft 3.0,3,"$18,623",Alliance
484,Captains Draft 3.0,4,"$12,415",Mamas Boys
485,Captains Draft 3.0,5,"$6,208",Team Liquid
486,Captains Draft 3.0,5,"$6,208",Team Empire
487,Captains Draft 3.0,7,"$4,345",Digital Chaos
488,Captains Draft 3.0,7,"$4,345",Virtus.pro
489,Dota 2 Canada Cup Season 6,1,"$24,458",compLexity Gaming
490,Dota 2 Canada Cup Season 6,2,"$12,229",Elite Wolves
491,Dota 2 Canada Cup Season 6,3,"$4,076",Infamous
492,Dota 2 Canada Cup Season 6,3,"$4,076",Digital Chaos
493,Dota 2 Canada Cup Season 6,3,"$4,076",Not Today
494,Dota 2 Canada Cup Season 6,3,"$4,076",Shazam
495,Dota 2 Canada Cup Season 6,3,"$4,076",Team Archon
496,Dota 2 Canada Cup Season 6,3,"$4,076",Team Leviathan
497,Dota 2 Canada Cup Season 6,3,"$4,076",Team Mischief
498,Dota 2 Canada Cup Season 6,3,"$4,076",FDL
499,Dota 2 Canada Cup Season 6,3,"$4,076",paiN Gaming
500,Dota 2 Canada Cup Season 6,3,"$4,076",T Show
501,Dota 2 Canada Cup Season 6,3,"$4,076",Power of Friendship
502,Dota 2 Canada Cup Season 6,3,"$4,076",Void Boys
503,Dota 2 Canada Cup Season 6,3,"$4,076",Slayers of Gods
504,Dota 2 Canada Cup Season 6,3,"$4,076",Boreal eSports
505,Shanghai Dota 2 Open #1,1,"$30,736",EHOME
506,Shanghai Dota 2 Open #1,2,"$15,368",Newbee
507,Shanghai Dota 2 Open #1,3,"$7,684",Newbee Young
508,Shanghai Dota 2 Open #1,3,"$7,684",Vici Gaming
509,Shanghai Dota 2 Open #1,3,"$7,684",CDEC Gaming
510,Shanghai Dota 2 Open #1,3,"$7,684",Invictus Gaming
511,Shanghai Dota 2 Open #1,3,"$7,684",LGD Gaming
512,Shanghai Dota 2 Open #1,3,"$7,684",iG Vitality
513,ECL 2015 Autumn,1,"$20,030",CDEC Gaming
514,ECL 2015 Autumn,2,"$7,704",CDEC Youth
515,ECL 2015 Autumn,3,"$3,082",Invictus Gaming
516,ECL 2015 Autumn,3,"$3,082",FTD club B
517,ECL 2015 Autumn,3,"$3,082",iG Vitality
518,ECL 2015 Autumn,3,"$3,082",Newbee Young
519,ECL 2015 Autumn,3,"$3,082",FTD club C
520,ECL 2015 Autumn,3,"$3,082",Wings Gaming
521,ECL 2015 Autumn,3,"$3,082",Thunderobot Gaming
522,ECL 2015 Autumn,3,"$3,082",Vici Gaming Potential
523,ECL 2015 Autumn,3,"$3,082",TongFu
524,ECL 2015 Autumn,3,"$3,082",Brave Heart
525,ECL 2015 Autumn,3,"$3,082",DUOBAO
526,ECL 2015 Autumn,3,"$3,082",EHOME.Keen
527,ECL 2015 Autumn,3,"$3,082",FTD club A
528,ECL 2015 Autumn,3,"$3,082",E-Sports Dream
529,Dota 2 Radiant & Dire Cup 2015,1,"$61,929",EHOME
530,Dota 2 Radiant & Dire Cup 2015,2,"$30,965",CDEC Youth
531,Dota 2 Radiant & Dire Cup 2015,3,"$18,579",Vici Gaming
532,Dota 2 Radiant & Dire Cup 2015,4,"$12,386",iG Vitality
533,Dota 2 Radiant & Dire Cup 2015,5,"$7,741",CDEC Gaming
534,Dota 2 Radiant & Dire Cup 2015,5,"$7,741",LGD Gaming
535,Dota 2 Radiant & Dire Cup 2015,7,"$7,741",Team FanTuan
536,Dota 2 Radiant & Dire Cup 2015,7,"$7,741",Newbee Young
537,Dota 2 Champions League Christmas Charity Magic,1,"$20,090",Virtus.pro
538,Dota 2 Champions League Christmas Charity Magic,2,"$10,045",HellRaisers
539,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Team Spirit
540,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Prodota Gaming
541,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Team Empire
542,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",PRIES
543,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",London Conspiracy
544,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Arcade.PowerRangers
545,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",NoLifer5
546,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",No Logic Gaming
547,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Natus Vincere
548,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Siberian Valenki
549,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",ThePuck
550,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",OneHeroSpammers
551,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",4 Clover & Lepricon
552,Dota 2 Champions League Christmas Charity Magic,3,"$5,023",Elements Pro
553,The Defense Season 5,1,"$39,293",Team Liquid
554,The Defense Season 5,2,"$19,647",OG
555,The Defense Season 5,3,"$11,788",Alliance
556,The Defense Season 5,4,"$7,859",ALTERNATE aTTaX
557,The Defense Season 5,4,"$7,859",4 Clover & Lepricon
558,The Defense Season 5,4,"$7,859",Vega Squadron
559,The Defense Season 5,4,"$7,859",Virtus.pro
560,The Defense Season 5,4,"$7,859",Ninjas in Pyjamas
561,The Defense Season 5,4,"$7,859",Power Rangers
562,The Defense Season 5,4,"$7,859",Team Empire
563,The Defense Season 5,4,"$7,859",compLexity Gaming
564,The Defense Season 5,4,"$7,859",ScaryFaceZ
565,The Defense Season 5,4,"$7,859",STARK
566,The Defense Season 5,4,"$7,859",Danish Bears
567,The Defense Season 5,4,"$7,859",Newteam123123
568,The Defense Season 5,4,"$7,859",Monkey Freedom Fighters
569,The Defense Season 5,4,"$7,859",Golden Boys
570,The Defense Season 5,4,"$7,859",Lemondogs
571,ASUS ROG DreamLeague Season 4,1,"$55,000",OG
572,ASUS ROG DreamLeague Season 4,2,"$30,000",Team Empire
573,ASUS ROG DreamLeague Season 4,3,"$20,000",4 Clover & Lepricon
574,ASUS ROG DreamLeague Season 4,4,"$15,000",Alliance
575,ASUS ROG DreamLeague Season 4,5,"$12,000",Vega Squadron
576,ASUS ROG DreamLeague Season 4,6,"$10,000",Monkey Freedom Fighters
577,ASUS ROG DreamLeague Season 4,7,"$5,000",No Logic Gaming
578,ASUS ROG DreamLeague Season 4,8,"$3,000",Ninjas in Pyjamas
579,PGL Dota 2 Pro-AM,1,"$15,000",CIS Rejects
580,PGL Dota 2 Pro-AM,2,"$6,000",Team Empire
581,PGL Dota 2 Pro-AM,3,"$2,500",No Logic Gaming
582,PGL Dota 2 Pro-AM,3,"$2,500",Walrus Punch!
583,PGL Dota 2 Pro-AM,5,"$1,000",Team Bad English
584,PGL Dota 2 Pro-AM,5,"$1,000",Natus Vincere
585,PGL Dota 2 Pro-AM,5,"$1,000",London Conspiracy
586,PGL Dota 2 Pro-AM,5,"$1,000",Arcade.PowerRangers
587,PGL Dota 2 Pro-AM,5,"$1,000",4 Clover & Lepricon
588,PGL Dota 2 Pro-AM,5,"$1,000",NoLifer5
589,PGL Dota 2 Pro-AM,5,"$1,000",Siberian Valenki
590,PGL Dota 2 Pro-AM,5,"$1,000",Reasonable Doubt
591,PGL Dota 2 Pro-AM,5,"$1,000",Fantastic Five
592,PGL Dota 2 Pro-AM,5,"$1,000",ScaryFaceZ
593,PGL Dota 2 Pro-AM,5,"$1,000",GOOMBA Gaming
594,PGL Dota 2 Pro-AM,5,"$1,000",STARK
595,Dota 2 Champions League Season 6,1,"$25,000",Team Liquid
596,Dota 2 Champions League Season 6,2,"$12,500",Team Empire
597,Dota 2 Champions League Season 6,3,"$7,500",OG
598,Dota 2 Champions League Season 6,4,"$5,000",Golden Boys
599,Dota 2 Champions League Season 6,4,"$5,000",Alliance
600,Dota 2 Champions League Season 6,4,"$5,000",Ninjas in Pyjamas
601,Dota 2 Champions League Season 6,4,"$5,000",CIS Rejects
602,Dota 2 Champions League Season 6,4,"$5,000",HellRaisers
603,Dota 2 Champions League Season 6,4,"$5,000",No Logic Gaming
604,Dota 2 Champions League Season 6,4,"$5,000",4 Clover & Lepricon
605,Dota 2 Champions League Season 6,4,"$5,000",PRIES
606,Dota 2 Champions League Season 6,4,"$5,000",Kaipi
607,Dota 2 Champions League Season 6,4,"$5,000",Fantastic Five
608,Dota 2 Champions League Season 6,4,"$5,000",Natus Vincere
609,Dota 2 Champions League Season 6,4,"$5,000",Monkey Freedom Fighters
610,Dota 2 Champions League Season 6,4,"$5,000",Arcade.PowerRangers
611,World Cyber Arena 2015 - SEA Pro Qualifiers,1,"$47,280",MVP Phoenix
612,World Cyber Arena 2015 - SEA Pro Qualifiers,2,"$23,640",TNC Pro Team
613,World Cyber Arena 2015 - SEA Pro Qualifiers,3,"$15,760",Fnatic
614,World Cyber Arena 2015 - SEA Pro Qualifiers,4,"$3,152",Signature.Trust
615,World Cyber Arena 2015 - SEA Pro Qualifiers,5,"$3,152",Mineski
616,World Cyber Arena 2015 - SEA Pro Qualifiers,5,"$3,152",Team SatuDuaTiga
617,World Cyber Arena 2015 - SEA Pro Qualifiers,5,"$3,152",MVP HOT6ix
618,World Cyber Arena 2015 - SEA Pro Qualifiers,5,"$3,152",4Hate
619,World Cyber Arena 2015 - European Pro Qualifiers,1,"$45,000",Team Secret
620,World Cyber Arena 2015 - European Pro Qualifiers,2,"$22,500",Virtus.pro
621,World Cyber Arena 2015 - European Pro Qualifiers,3,"$15,000",Ninjas in Pyjamas
622,World Cyber Arena 2015 - European Pro Qualifiers,4,"$3,000",Alliance
623,World Cyber Arena 2015 - European Pro Qualifiers,5,"$3,000",Natus Vincere
624,World Cyber Arena 2015 - European Pro Qualifiers,5,"$3,000",Vega Squadron
625,World Cyber Arena 2015 - European Pro Qualifiers,5,"$3,000",Team Empire
626,World Cyber Arena 2015 - European Pro Qualifiers,5,"$3,000",(monkey) Business
627,Gaming Paradise 2015,1,"$30,000","<img alt="""" height=""24"" src=""/commons/images/1/10/Gold.png"" width=""24""/>"
628,G-League 2015,1,"$32,220",LGD Gaming
629,G-League 2015,2,"$8,055",CDEC Gaming
630,G-League 2015,3,"$1,611",HyperGloryTeam
631,G-League 2015,3,"$1,611",TongFu
632,G-League 2015,3,"$1,611",Energy Pacemaker
633,G-League 2015,3,"$1,611",Newbee
634,G-League 2015,3,"$1,611",Immortal Magneto
635,G-League 2015,3,"$1,611",Vici Gaming Potential
636,World Cyber Arena 2015 - Chinese Pro Qualifiers,1,"$47,895",LGD Gaming
637,World Cyber Arena 2015 - Chinese Pro Qualifiers,2,"$23,948",CDEC Gaming
638,World Cyber Arena 2015 - Chinese Pro Qualifiers,3,"$15,965",Invictus Gaming
639,World Cyber Arena 2015 - Chinese Pro Qualifiers,4,"$3,193",HyperGloryTeam
640,World Cyber Arena 2015 - Chinese Pro Qualifiers,5,"$3,193",EHOME
641,World Cyber Arena 2015 - Chinese Pro Qualifiers,5,"$3,193",Brave Heart
642,World Cyber Arena 2015 - Chinese Pro Qualifiers,5,"$3,193",Vici Gaming Potential
643,World Cyber Arena 2015 - Chinese Pro Qualifiers,5,"$3,193",Vici Gaming
644,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Dream Gaming
645,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Energy Pacemaker
646,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Newbee Young
647,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",TongFu
648,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Newbee
649,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Newbee.M
650,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Terror Blade !!
651,World Cyber Arena 2015 - Chinese Pro Qualifiers,9,"$3,193",Team DK
652,ECL 2015 Spring,1,"$20,859",Invictus Gaming
653,ECL 2015 Spring,2,"$8,023",CDEC Gaming
654,ECL 2015 Spring,3,"$3,209",LGD Gaming
655,ECL 2015 Spring,3,"$3,209",Dream Gaming
656,ECL 2015 Spring,3,"$3,209",Energy Pacemaker
657,ECL 2015 Spring,3,"$3,209",Vici Gaming Potential
658,ECL 2015 Spring,3,"$3,209",Brave Heart
659,ECL 2015 Spring,3,"$3,209",HyperGloryTeam
660,ECL 2015 Spring,3,"$3,209",EHOME
661,ECL 2015 Spring,3,"$3,209",Vici Gaming
662,ECL 2015 Spring,3,"$3,209",DUOBAO
663,ECL 2015 Spring,3,"$3,209",TongFu
664,ECL 2015 Spring,3,"$3,209",Team DK
665,ECL 2015 Spring,3,"$3,209",Newbee.M
666,ECL 2015 Spring,3,"$3,209",Newbee Young
667,ECL 2015 Spring,3,"$3,209",Terror Blade !!
668,World Cyber Arena 2015 - American Pro Qualifiers,1,"$50,000",Summer's Rift
669,World Cyber Arena 2015 - American Pro Qualifiers,2,"$20,000",Not Today
670,World Cyber Arena 2015 - American Pro Qualifiers,3,"$10,000",NA Rejects
671,World Cyber Arena 2015 - American Pro Qualifiers,3,"$10,000",ROOT Gaming
672,World Cyber Arena 2015 - American Pro Qualifiers,3,"$10,000",Wheel Whreck
673,World Cyber Arena 2015 - American Pro Qualifiers,3,"$10,000",Team Leviathan
674,World Cyber Arena 2015 - American Pro Qualifiers,3,"$10,000",Team eHug
675,World Cyber Arena 2015 - American Pro Qualifiers,3,"$10,000",Void Boys
676,MarsTV Dota 2 League 2015 Spring - Chinese League,1,"$32,274",LGD Gaming
677,MarsTV Dota 2 League 2015 Spring - Chinese League,2,"$20,171",EHOME
678,MarsTV Dota 2 League 2015 Spring - Chinese League,3,"$12,103",CDEC Gaming
679,MarsTV Dota 2 League 2015 Spring - Chinese League,4,"$8,069",Newbee
680,MarsTV Dota 2 League 2015 Spring - Chinese League,5,"$4,034",TongFu
681,MarsTV Dota 2 League 2015 Spring - Chinese League,5,"$4,034",HyperGloryTeam
682,MarsTV Dota 2 League 2015 Spring - Chinese League,5,"$4,034",Immortal Magneto
683,MarsTV Dota 2 League 2015 Spring - Chinese League,5,"$4,034",Team DK
684,MPGL/Season 7/SEA,1,"$30,000",MVP HOT6ix
685,MPGL/Season 7/SEA,2,"$10,000",Energy Pacemaker
686,MPGL/Season 7/SEA,3,"$7,000",Mineski
687,MPGL/Season 7/SEA,4,"$3,000",G Guard Esports
688,MPGL/Season 7/SEA,4,"$3,000",Signature.Trust
689,MPGL/Season 7/SEA,4,"$3,000",TNC Pro Team
690,MPGL/Season 7/SEA,4,"$3,000",Rex Regum Qeon
691,MPGL/Season 7/SEA,4,"$3,000",5eva
692,MPGL/Season 7/SEA,4,"$3,000",Ice
693,MPGL/Season 7/SEA,4,"$3,000",iDeal eSports
694,MPGL/Season 7/SEA,4,"$3,000",Underminer
695,MPGL/Season 7/SEA,4,"$3,000",United We Stand
696,2015 Red Bull Battle Grounds: Dota 2,1,"$38,561",Team Secret
697,2015 Red Bull Battle Grounds: Dota 2,2,"$25,239",Invictus Gaming
698,2015 Red Bull Battle Grounds: Dota 2,3,"$10,697",Team Malaysia
699,2015 Red Bull Battle Grounds: Dota 2,4,"$8,798",HellRaisers
700,2015 Red Bull Battle Grounds: Dota 2,5,"$5,000",Summer's Rift
701,RoG Play It Cool Dota 2 Invitational,1,"$12,500",Virtus.pro
702,RoG Play It Cool Dota 2 Invitational,2,"$7,500",Alliance
703,RoG Play It Cool Dota 2 Invitational,3,"$5,000",Ninjas in Pyjamas
704,RoG Play It Cool Dota 2 Invitational,3,"$5,000",Lemondogs
705,VPGame Pro League Season 1,1,"$12,899",Vici Gaming
706,VPGame Pro League Season 1,2,"$6,450",LGD Gaming
707,VPGame Pro League Season 1,3,"$4,837",TongFu
708,VPGame Pro League Season 1,3,"$4,837",CDEC Gaming
709,VPGame Pro League Season 1,3,"$4,837",HyperGloryTeam
710,VPGame Pro League Season 1,3,"$4,837",Invictus Gaming
711,VPGame Pro League Season 1,3,"$4,837",EHOME
712,VPGame Pro League Season 1,3,"$4,837",Newbee Young
713,VPGame Pro League Season 1,3,"$4,837",Energy Pacemaker
714,VPGame Pro League Season 1,3,"$4,837",Dream Gaming
715,VPGame Pro League Season 1,3,"$4,837",Vici Gaming Potential
716,VPGame Pro League Season 1,3,"$4,837",Newbee
717,VPGame Pro League Season 1,3,"$4,837",Team DK
718,VPGame Pro League Season 1,3,"$4,837",Terror Blade !!
719,VPGame Pro League Season 1,3,"$4,837",Newbee.M
720,VPGame Pro League Season 1,3,"$4,837",Brave Heart
721,Major All Stars Dota 2 Tournament,1,"$50,391",Invictus Gaming
722,Major All Stars Dota 2 Tournament,2,"$16,797",Team Empire
723,Major All Stars Dota 2 Tournament,3,"$11,198",Ninjas in Pyjamas
724,Major All Stars Dota 2 Tournament,4,"$11,198",Natus Vincere
725,Major All Stars Dota 2 Tournament,5,"$6,719",Invasion e-Sports
726,Major All Stars Dota 2 Tournament,5,"$6,719",Team Redemption
727,Major All Stars Dota 2 Tournament,7,"$4,479",Can't Say Wips
728,Major All Stars Dota 2 Tournament,7,"$4,479",Rave
729,ECL 2014 Autumn,1,"$16,161",Newbee
730,ECL 2014 Autumn,2,"$3,220",Invictus Gaming
731,ECL 2014 Autumn,3,"$1,610",LGD Gaming
732,ECL 2014 Autumn,3,"$1,610",Vici Gaming
733,ECL 2014 Autumn,3,"$1,610",TongFu
734,ECL 2014 Autumn,3,"$1,610",HyperGloryTeam
735,ECL 2014 Autumn,3,"$1,610",CDEC Gaming
736,ECL 2014 Autumn,3,"$1,610",LV Gaming
737,ECL 2014 Autumn,3,"$1,610",LAI Gaming
738,ECL 2014 Autumn,3,"$1,610",Speed Gaming.cn
739,OK.- Dota 2 Cup,1,"$24,000",Can't Say Wips
740,OK.- Dota 2 Cup,2,"$12,000",G Guard Esports
741,OK.- Dota 2 Cup,3,"$4,000",KingSurf
742,OK.- Dota 2 Cup,3,"$4,000",Mineski
743,OK.- Dota 2 Cup,3,"$4,000",Aces Gaming
744,OK.- Dota 2 Cup,3,"$4,000",Rex Regum Qeon
745,OK.- Dota 2 Cup,3,"$4,000",Insidious Idol
746,OK.- Dota 2 Cup,3,"$4,000",First Departure
747,G-League 2014,1,"$32,132",LGD Gaming
748,G-League 2014,2,"$8,033",CDEC Gaming
749,G-League 2014,3,"$1,607",Speed Gaming.cn
750,G-League 2014,3,"$1,607",Invictus Gaming
751,G-League 2014,3,"$1,607",LAI Gaming
752,G-League 2014,3,"$1,607",LV Gaming
753,G-League 2014,3,"$1,607",HyperGloryTeam
754,G-League 2014,3,"$1,607",Team DK
755,Korea Dota League Season 4,1,"$22,725",Rave
756,Korea Dota League Season 4,2,"$8,181",MVP Phoenix
757,Korea Dota League Season 4,3,"$5,454",Pokerface
758,Korea Dota League Season 4,4,"$5,000",Zephyr
759,Korea Dota League Season 4,5,"$3,636",MVP HOT6ix
760,Battle of Central Europe Season 3,1,"$21,000",Virtus.pro Polar
761,Battle of Central Europe Season 3,2,"$6,000",HellRaisers
762,Battle of Central Europe Season 3,3,"$3,000",LAJONS
763,Battle of Central Europe Season 3,3,"$3,000",Basically Unknown
764,Battle of Central Europe Season 3,3,"$3,000",Vega Squadron
765,Battle of Central Europe Season 3,3,"$3,000",Denial eSports
766,Battle of Central Europe Season 3,3,"$3,000",Album Sheets
767,Battle of Central Europe Season 3,3,"$3,000",mYinsanity
768,Battle of Central Europe Season 3,3,"$3,000",Balkan Bears
769,Battle of Central Europe Season 3,3,"$3,000",Power Rangers
770,Battle of Central Europe Season 3,3,"$3,000",Moscow Five Int
771,Battle of Central Europe Season 3,3,"$3,000",CCK
772,Battle of Central Europe Season 3,3,"$3,000",Virtus.pro
773,Battle of Central Europe Season 3,3,"$3,000",House of Gamers
774,Battle of Central Europe Season 3,3,"$3,000",KomandaMinus
775,Battle of Central Europe Season 3,3,"$3,000",Moscow Five
776,Esportal Dota 2 League Invitational Tournament 1,1,"$8,723",Team Empire
777,Esportal Dota 2 League Invitational Tournament 1,2,"$4,361",Virtus.pro Polar
778,Esportal Dota 2 League Invitational Tournament 1,3,"$1,558",mYinsanity
779,Esportal Dota 2 League Invitational Tournament 1,3,"$1,558",Alliance
780,Esportal Dota 2 League Invitational Tournament 1,5,$623,Virtus.pro
781,Esportal Dota 2 League Invitational Tournament 1,5,$623,Power Rangers
782,Esportal Dota 2 League Invitational Tournament 1,5,$623,Balkan Bears
783,Esportal Dota 2 League Invitational Tournament 1,5,$623,4 Friends + Chrillee
784,National Electronic Sports Open 2014,1,"$24,249",Newbee
785,National Electronic Sports Open 2014,2,"$12,933",CDEC Gaming
786,National Electronic Sports Open 2014,3,"$4,850",TongFu.WanZhou
787,National Electronic Sports Open 2014,3,"$4,850",Invictus Gaming
788,National Electronic Sports Open 2014,3,"$4,850",HyperGloryTeam
789,National Electronic Sports Open 2014,3,"$4,850",LGD Gaming
790,National Electronic Sports Open 2014,3,"$4,850",Newbee Young
791,National Electronic Sports Open 2014,3,"$4,850",LAI Gaming
792,IeSF 2014 World Championship,1,"$25,000",Newbee
793,IeSF 2014 World Championship,2,"$15,000",Romania
794,IeSF 2014 World Championship,3,"$10,000",Finland
795,IeSF 2014 World Championship,3,"$10,000",Wild Pandaz
796,IeSF 2014 World Championship,3,"$10,000",MVP Phoenix
797,IeSF 2014 World Championship,3,"$10,000",Raze
798,IeSF 2014 World Championship,3,"$10,000",Fiskestanga
799,IeSF 2014 World Championship,3,"$10,000",Click-Storm
800,IeSF 2014 World Championship,3,"$10,000",4 Friends + Chrillee
801,IeSF 2014 World Championship,3,"$10,000",The Mongolz
802,IeSF 2014 World Championship,3,"$10,000",StarPerci
803,IeSF 2014 World Championship,3,"$10,000",Mind Sports South Africa
804,IeSF 2014 World Championship,3,"$10,000",WhatATeam
805,IeSF 2014 World Championship,3,"$10,000",Team Egypt
806,MSI Beat IT 2014,1,"$29,146",Virtus.pro
807,MSI Beat IT 2014,2,"$14,639",Team Immunity
808,MSI Beat IT 2014,3,"$8,254",CDEC Gaming
809,MSI Beat IT 2014,3,"$8,254",Rave
810,MSI Beat IT 2014,3,"$8,254",Na`Vi North America
811,MSI Beat IT 2014,3,"$8,254",Bravado Emotion
812,MSI Beat IT 2014,3,"$8,254",Insidious Idol
813,MSI Beat IT 2014,3,"$8,254",Wired Gaming
814,Brasil Game Cup 2014,1,"$16,500",paiN Gaming
815,Brasil Game Cup 2014,2,"$6,200",Isurus Gaming
816,Brasil Game Cup 2014,3,"$2,100",Keyd Stars
817,Brasil Game Cup 2014,3,"$2,100",Not Today
818,Brasil Game Cup 2014,3,"$2,100",The House is Down
819,Brasil Game Cup 2014,3,"$2,100",CNB e-Sports Club
820,Brasil Game Cup 2014,3,"$2,100",Union Gaming
821,Brasil Game Cup 2014,3,"$2,100",INTZ eSports
822,Korea Dota League Season 3,1,"$38,622",MVP Phoenix
823,Korea Dota League Season 3,2,"$13,188",Pokerface
824,Korea Dota League Season 3,3,"$8,478",Rave
