team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
Team Secret,Ace,DreamLeague Season 8,2017-12-01,2017-12-03,1201.6285938730016,1311.3505649412891,1287.343877873076,1460.7119524903362
Team Secret,MidOne,DreamLeague Season 8,2017-12-01,2017-12-03,1201.6285938730016,1311.3505649412891,1287.343877873076,1460.7119524903362
Team Secret,Fata,DreamLeague Season 8,2017-12-01,2017-12-03,1201.6285938730016,1311.3505649412891,1287.343877873076,1460.7119524903362
Team Secret,YapzOr,DreamLeague Season 8,2017-12-01,2017-12-03,1201.6285938730016,1311.3505649412891,1287.343877873076,1460.7119524903362
Team Secret,Puppey,DreamLeague Season 8,2017-12-01,2017-12-03,1201.6285938730016,1311.3505649412891,1287.343877873076,1460.7119524903362
Natus Vincere,Crystallize,DreamLeague Season 8,2017-12-01,2017-12-03,1149.0410373334357,1221.2915801775987,1143.6602002903958,1232.2100115545675
Natus Vincere,Dendi,DreamLeague Season 8,2017-12-01,2017-12-03,1149.0410373334357,1221.2915801775987,1143.6602002903958,1232.2100115545675
Natus Vincere,GeneRaL,DreamLeague Season 8,2017-12-01,2017-12-03,1149.0410373334357,1221.2915801775987,1143.6602002903958,1232.2100115545675
Natus Vincere,RodjER,DreamLeague Season 8,2017-12-01,2017-12-03,1149.0410373334357,1221.2915801775987,1143.6602002903958,1232.2100115545675
Natus Vincere,SoNNeikO,DreamLeague Season 8,2017-12-01,2017-12-03,1149.0410373334357,1221.2915801775987,1143.6602002903958,1232.2100115545675
Team Liquid,MATUMBAMAN,DreamLeague Season 8,2017-12-01,2017-12-03,1261.279641570299,1348.6552131895894,1216.2295519717168,1301.1416551027023
Team Liquid,Miracle-,DreamLeague Season 8,2017-12-01,2017-12-03,1261.279641570299,1348.6552131895894,1216.2295519717168,1301.1416551027023
Team Liquid,MinD ContRoL,DreamLeague Season 8,2017-12-01,2017-12-03,1261.279641570299,1348.6552131895894,1216.2295519717168,1301.1416551027023
Team Liquid,GH,DreamLeague Season 8,2017-12-01,2017-12-03,1261.279641570299,1348.6552131895894,1216.2295519717168,1301.1416551027023
Team Liquid,KuroKy,DreamLeague Season 8,2017-12-01,2017-12-03,1261.279641570299,1348.6552131895894,1216.2295519717168,1301.1416551027023
Virtus.pro,RAMZES666,DreamLeague Season 8,2017-12-01,2017-12-03,1162.6006022486574,1221.0158141190864,1126.8275376988584,1154.1713074418594
Virtus.pro,Noone,DreamLeague Season 8,2017-12-01,2017-12-03,1162.6006022486574,1221.0158141190864,1126.8275376988584,1154.1713074418594
Virtus.pro,9pasha,DreamLeague Season 8,2017-12-01,2017-12-03,1162.6006022486574,1221.0158141190864,1126.8275376988584,1154.1713074418594
Virtus.pro,Lil,DreamLeague Season 8,2017-12-01,2017-12-03,1162.6006022486574,1221.0158141190864,1126.8275376988584,1154.1713074418594
Virtus.pro,Solo,DreamLeague Season 8,2017-12-01,2017-12-03,1162.6006022486574,1221.0158141190864,1126.8275376988584,1154.1713074418594
Newbee,Moogy,DreamLeague Season 8,2017-12-01,2017-12-03,1248.5140092946115,1406.848507367636,1198.241787666155,1283.4451498258927
Newbee,Sccc,DreamLeague Season 8,2017-12-01,2017-12-03,1248.5140092946115,1406.848507367636,1198.241787666155,1283.4451498258927
Newbee,Kpii,DreamLeague Season 8,2017-12-01,2017-12-03,1248.5140092946115,1406.848507367636,1198.241787666155,1283.4451498258927
Newbee,Kaka,DreamLeague Season 8,2017-12-01,2017-12-03,1248.5140092946115,1406.848507367636,1198.241787666155,1283.4451498258927
Newbee,Faith,DreamLeague Season 8,2017-12-01,2017-12-03,1248.5140092946115,1406.848507367636,1198.241787666155,1283.4451498258927
Fnatic,EternaLEnVy,DreamLeague Season 8,2017-12-01,2017-12-03,1115.343375795882,1158.587209498683,1113.7669472775758,1156.4197560323069
Fnatic,Abed,DreamLeague Season 8,2017-12-01,2017-12-03,1115.343375795882,1158.587209498683,1113.7669472775758,1156.4197560323069
Fnatic,Ohaiyo,DreamLeague Season 8,2017-12-01,2017-12-03,1115.343375795882,1158.587209498683,1113.7669472775758,1156.4197560323069
Fnatic,DJ,DreamLeague Season 8,2017-12-01,2017-12-03,1115.343375795882,1158.587209498683,1113.7669472775758,1156.4197560323069
Fnatic,Pieliedie,DreamLeague Season 8,2017-12-01,2017-12-03,1115.343375795882,1158.587209498683,1113.7669472775758,1156.4197560323069
Evil Geniuses,Arteezy,DreamLeague Season 8,2017-12-01,2017-12-03,1140.686838676624,1217.171015492839,1175.5424776150405,1271.058371919545
Evil Geniuses,UNiVeRsE,DreamLeague Season 8,2017-12-01,2017-12-03,1140.686838676624,1217.171015492839,1175.5424776150405,1271.058371919545
Evil Geniuses,Cr1t-,DreamLeague Season 8,2017-12-01,2017-12-03,1140.686838676624,1217.171015492839,1175.5424776150405,1271.058371919545
Evil Geniuses,Fear,DreamLeague Season 8,2017-12-01,2017-12-03,1140.686838676624,1217.171015492839,1175.5424776150405,1271.058371919545
Infamous,Kotar? Hayama,DreamLeague Season 8,2017-12-01,2017-12-03,1057.8499603504367,1087.7360274837763,1057.0593095943786,1086.5369159192503
Infamous,Papita,DreamLeague Season 8,2017-12-01,2017-12-03,1057.8499603504367,1087.7360274837763,1057.0593095943786,1086.5369159192503
Infamous,StingeR,DreamLeague Season 8,2017-12-01,2017-12-03,1057.8499603504367,1087.7360274837763,1057.0593095943786,1086.5369159192503
Infamous,Scofield,DreamLeague Season 8,2017-12-01,2017-12-03,1057.8499603504367,1087.7360274837763,1057.0593095943786,1086.5369159192503
Infamous,Accel,DreamLeague Season 8,2017-12-01,2017-12-03,1057.8499603504367,1087.7360274837763,1057.0593095943786,1086.5369159192503
Team Liquid,MATUMBAMAN,ESL One Hamburg 2017,2017-10-26,2017-10-29,1297.2958080820863,1454.2380158335072,1252.5339805025928,1333.489705491618
Team Liquid,Miracle-,ESL One Hamburg 2017,2017-10-26,2017-10-29,1297.2958080820863,1454.2380158335072,1252.5339805025928,1333.489705491618
Team Liquid,MinD ContRoL,ESL One Hamburg 2017,2017-10-26,2017-10-29,1297.2958080820863,1454.2380158335072,1252.5339805025928,1333.489705491618
Team Liquid,GH,ESL One Hamburg 2017,2017-10-26,2017-10-29,1297.2958080820863,1454.2380158335072,1252.5339805025928,1333.489705491618
Team Liquid,KuroKy,ESL One Hamburg 2017,2017-10-26,2017-10-29,1297.2958080820863,1454.2380158335072,1252.5339805025928,1333.489705491618
Newbee,Moogy,ESL One Hamburg 2017,2017-10-26,2017-10-29,1153.452612788153,1204.0785817964884,1146.4360121827124,1220.8543519868863
Newbee,Sccc,ESL One Hamburg 2017,2017-10-26,2017-10-29,1153.452612788153,1204.0785817964884,1146.4360121827124,1220.8543519868863
Newbee,Kpii,ESL One Hamburg 2017,2017-10-26,2017-10-29,1153.452612788153,1204.0785817964884,1146.4360121827124,1220.8543519868863
Newbee,Faith,ESL One Hamburg 2017,2017-10-26,2017-10-29,1153.452612788153,1204.0785817964884,1146.4360121827124,1220.8543519868863
Newbee,Kaka,ESL One Hamburg 2017,2017-10-26,2017-10-29,1153.452612788153,1204.0785817964884,1146.4360121827124,1220.8543519868863
Team Secret,Ace,ESL One Hamburg 2017,2017-10-26,2017-10-29,1167.8118479406348,1232.7839033443001,1182.9498099068771,1285.1777763003474
Team Secret,MidOne,ESL One Hamburg 2017,2017-10-26,2017-10-29,1167.8118479406348,1232.7839033443001,1182.9498099068771,1285.1777763003474
Team Secret,Fata,ESL One Hamburg 2017,2017-10-26,2017-10-29,1167.8118479406348,1232.7839033443001,1182.9498099068771,1285.1777763003474
Team Secret,YapzOr,ESL One Hamburg 2017,2017-10-26,2017-10-29,1167.8118479406348,1232.7839033443001,1182.9498099068771,1285.1777763003474
Team Secret,Puppey,ESL One Hamburg 2017,2017-10-26,2017-10-29,1167.8118479406348,1232.7839033443001,1182.9498099068771,1285.1777763003474
Virtus.pro,RAMZES666,ESL One Hamburg 2017,2017-10-26,2017-10-29,1232.8900176196282,1345.7131783048094,1279.3986414863507,1419.5747005774576
Virtus.pro,Noone,ESL One Hamburg 2017,2017-10-26,2017-10-29,1232.8900176196282,1345.7131783048094,1279.3986414863507,1419.5747005774576
Virtus.pro,9pasha,ESL One Hamburg 2017,2017-10-26,2017-10-29,1232.8900176196282,1345.7131783048094,1279.3986414863507,1419.5747005774576
Virtus.pro,Lil,ESL One Hamburg 2017,2017-10-26,2017-10-29,1232.8900176196282,1345.7131783048094,1279.3986414863507,1419.5747005774576
Virtus.pro,Solo,ESL One Hamburg 2017,2017-10-26,2017-10-29,1232.8900176196282,1345.7131783048094,1279.3986414863507,1419.5747005774576
Keen Gaming,Zhizhizhi,ESL One Hamburg 2017,2017-10-26,2017-10-29,1075.8333141923115,1100.2844414224792,1071.8743768985269,1105.4349143957697
Keen Gaming,?,ESL One Hamburg 2017,2017-10-26,2017-10-29,1075.8333141923115,1100.2844414224792,1071.8743768985269,1105.4349143957697
Keen Gaming,Dark,ESL One Hamburg 2017,2017-10-26,2017-10-29,1075.8333141923115,1100.2844414224792,1071.8743768985269,1105.4349143957697
Keen Gaming,Rong,ESL One Hamburg 2017,2017-10-26,2017-10-29,1075.8333141923115,1100.2844414224792,1071.8743768985269,1105.4349143957697
Fnatic,EternaLEnVy,ESL One Hamburg 2017,2017-10-26,2017-10-29,1030.565449796712,1046.013583288444,1003.2538662467733,994.4542087655474
Fnatic,Ohaiyo,ESL One Hamburg 2017,2017-10-26,2017-10-29,1030.565449796712,1046.013583288444,1003.2538662467733,994.4542087655474
Fnatic,DJ,ESL One Hamburg 2017,2017-10-26,2017-10-29,1030.565449796712,1046.013583288444,1003.2538662467733,994.4542087655474
Fnatic,Pieliedie,ESL One Hamburg 2017,2017-10-26,2017-10-29,1030.565449796712,1046.013583288444,1003.2538662467733,994.4542087655474
Evil Geniuses,Arteezy,ESL One Hamburg 2017,2017-10-26,2017-10-29,1082.5915260829795,1113.767877401151,1095.8062262960898,1134.4358595398649
Evil Geniuses,UNiVeRsE,ESL One Hamburg 2017,2017-10-26,2017-10-29,1082.5915260829795,1113.767877401151,1095.8062262960898,1134.4358595398649
Evil Geniuses,Cr1t-,ESL One Hamburg 2017,2017-10-26,2017-10-29,1082.5915260829795,1113.767877401151,1095.8062262960898,1134.4358595398649
Evil Geniuses,Fear,ESL One Hamburg 2017,2017-10-26,2017-10-29,1082.5915260829795,1113.767877401151,1095.8062262960898,1134.4358595398649
SG e-sports,Costabile,ESL One Hamburg 2017,2017-10-26,2017-10-29,1055.7713153106477,1083.874176198709,1041.5626132065659,1055.0363509042143
SG e-sports,Liposa,ESL One Hamburg 2017,2017-10-26,2017-10-29,1055.7713153106477,1083.874176198709,1041.5626132065659,1055.0363509042143
SG e-sports,Bardo,ESL One Hamburg 2017,2017-10-26,2017-10-29,1055.7713153106477,1083.874176198709,1041.5626132065659,1055.0363509042143
SG e-sports,Thiolicor,ESL One Hamburg 2017,2017-10-26,2017-10-29,1055.7713153106477,1083.874176198709,1041.5626132065659,1055.0363509042143
OG,N0tail,The International 2017,2017-08-02,2017-08-12,1113.7879906372461,1185.4024053671626,1125.2058655098685,1203.79234683011
OG,Ana,The International 2017,2017-08-02,2017-08-12,1113.7879906372461,1185.4024053671626,1125.2058655098685,1203.79234683011
OG,S4,The International 2017,2017-08-02,2017-08-12,1113.7879906372461,1185.4024053671626,1125.2058655098685,1203.79234683011
OG,JerAx,The International 2017,2017-08-02,2017-08-12,1113.7879906372461,1185.4024053671626,1125.2058655098685,1203.79234683011
OG,Fly,The International 2017,2017-08-02,2017-08-12,1113.7879906372461,1185.4024053671626,1125.2058655098685,1203.79234683011
Virtus.pro,RAMZES666,The International 2017,2017-08-02,2017-08-12,1184.6098850071164,1294.7534221567473,1181.2532382441693,1281.7630808624926
Virtus.pro,Noone,The International 2017,2017-08-02,2017-08-12,1184.6098850071164,1294.7534221567473,1181.2532382441693,1281.7630808624926
Virtus.pro,9pasha,The International 2017,2017-08-02,2017-08-12,1184.6098850071164,1294.7534221567473,1181.2532382441693,1281.7630808624926
Virtus.pro,Lil,The International 2017,2017-08-02,2017-08-12,1184.6098850071164,1294.7534221567473,1181.2532382441693,1281.7630808624926
Virtus.pro,Solo,The International 2017,2017-08-02,2017-08-12,1184.6098850071164,1294.7534221567473,1181.2532382441693,1281.7630808624926
Evil Geniuses,Arteezy,The International 2017,2017-08-02,2017-08-12,1141.0440702474127,1186.018966425529,1136.7938636689917,1179.4802077598522
Evil Geniuses,SumaiL,The International 2017,2017-08-02,2017-08-12,1141.0440702474127,1186.018966425529,1136.7938636689917,1179.4802077598522
Evil Geniuses,UNiVeRsE,The International 2017,2017-08-02,2017-08-12,1141.0440702474127,1186.018966425529,1136.7938636689917,1179.4802077598522
Evil Geniuses,Zai,The International 2017,2017-08-02,2017-08-12,1141.0440702474127,1186.018966425529,1136.7938636689917,1179.4802077598522
Evil Geniuses,Cr1t-,The International 2017,2017-08-02,2017-08-12,1141.0440702474127,1186.018966425529,1136.7938636689917,1179.4802077598522
Team Liquid,MATUMBAMAN,The International 2017,2017-08-02,2017-08-12,1263.559381552519,1420.6060273509775,1321.0018583978976,1499.364476172494
Team Liquid,Miracle-,The International 2017,2017-08-02,2017-08-12,1263.559381552519,1420.6060273509775,1321.0018583978976,1499.364476172494
Team Liquid,MinD ContRoL,The International 2017,2017-08-02,2017-08-12,1263.559381552519,1420.6060273509775,1321.0018583978976,1499.364476172494
Team Liquid,GH,The International 2017,2017-08-02,2017-08-12,1263.559381552519,1420.6060273509775,1321.0018583978976,1499.364476172494
Team Liquid,KuroKy,The International 2017,2017-08-02,2017-08-12,1263.559381552519,1420.6060273509775,1321.0018583978976,1499.364476172494
Invictus Gaming,BurNIng,The International 2017,2017-08-02,2017-08-12,1092.9885692207597,1155.72613208961,1130.1950252707677,1225.666673552661
Invictus Gaming,Op,The International 2017,2017-08-02,2017-08-12,1092.9885692207597,1155.72613208961,1130.1950252707677,1225.666673552661
Invictus Gaming,Xxs,The International 2017,2017-08-02,2017-08-12,1092.9885692207597,1155.72613208961,1130.1950252707677,1225.666673552661
Invictus Gaming,BoBoKa,The International 2017,2017-08-02,2017-08-12,1092.9885692207597,1155.72613208961,1130.1950252707677,1225.666673552661
Invictus Gaming,Q,The International 2017,2017-08-02,2017-08-12,1092.9885692207597,1155.72613208961,1130.1950252707677,1225.666673552661
Newbee,Moogy,The International 2017,2017-08-02,2017-08-12,1144.0214329630949,1199.7005651464665,1250.4668168315031,1415.5962634481796
Newbee,Sccc,The International 2017,2017-08-02,2017-08-12,1144.0214329630949,1199.7005651464665,1250.4668168315031,1415.5962634481796
Newbee,Kpii,The International 2017,2017-08-02,2017-08-12,1144.0214329630949,1199.7005651464665,1250.4668168315031,1415.5962634481796
Newbee,Kaka,The International 2017,2017-08-02,2017-08-12,1144.0214329630949,1199.7005651464665,1250.4668168315031,1415.5962634481796
Newbee,Faith,The International 2017,2017-08-02,2017-08-12,1144.0214329630949,1199.7005651464665,1250.4668168315031,1415.5962634481796
Team Secret,MP,The International 2017,2017-08-02,2017-08-12,1121.030848010056,1142.0727410420277,1119.3040639387068,1201.3648184640756
Team Secret,MidOne,The International 2017,2017-08-02,2017-08-12,1121.030848010056,1142.0727410420277,1119.3040639387068,1201.3648184640756
Team Secret,KheZu,The International 2017,2017-08-02,2017-08-12,1121.030848010056,1142.0727410420277,1119.3040639387068,1201.3648184640756
Team Secret,YapzOr,The International 2017,2017-08-02,2017-08-12,1121.030848010056,1142.0727410420277,1119.3040639387068,1201.3648184640756
Team Secret,Puppey,The International 2017,2017-08-02,2017-08-12,1121.030848010056,1142.0727410420277,1119.3040639387068,1201.3648184640756
HellRaisers,Swiftending,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
HellRaisers,Keyser,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
HellRaisers,33,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
HellRaisers,MiLAN,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
HellRaisers,J4,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
Team Empire,Resolut1on,The International 2017,2017-08-02,2017-08-12,1119.92672455285,1171.1744078633376,1125.7073345422505,1214.9283856024533
Team Empire,Fn,The International 2017,2017-08-02,2017-08-12,1119.92672455285,1171.1744078633376,1125.7073345422505,1214.9283856024533
Team Empire,Ghostik,The International 2017,2017-08-02,2017-08-12,1119.92672455285,1171.1744078633376,1125.7073345422505,1214.9283856024533
Team Empire,RodjER,The International 2017,2017-08-02,2017-08-12,1119.92672455285,1171.1744078633376,1125.7073345422505,1214.9283856024533
Team Empire,Miposhka,The International 2017,2017-08-02,2017-08-12,1119.92672455285,1171.1744078633376,1125.7073345422505,1214.9283856024533
IG Vitality,Paparazi?,The International 2017,2017-08-02,2017-08-12,1060.1838575854729,1134.8694473406613,1043.296385029338,1041.1144014932988
IG Vitality,InJuly,The International 2017,2017-08-02,2017-08-12,1060.1838575854729,1134.8694473406613,1043.296385029338,1041.1144014932988
IG Vitality,Super (Su Peng),The International 2017,2017-08-02,2017-08-12,1060.1838575854729,1134.8694473406613,1043.296385029338,1041.1144014932988
IG Vitality,Dogf1ghts,The International 2017,2017-08-02,2017-08-12,1060.1838575854729,1134.8694473406613,1043.296385029338,1041.1144014932988
LGD.Forever Young,Monet,The International 2017,2017-08-02,2017-08-12,1173.8604175375312,1261.3960095089737,1248.1430598256602,1347.9795342834975
LGD.Forever Young,Super,The International 2017,2017-08-02,2017-08-12,1173.8604175375312,1261.3960095089737,1248.1430598256602,1347.9795342834975
LGD.Forever Young,Inflame,The International 2017,2017-08-02,2017-08-12,1173.8604175375312,1261.3960095089737,1248.1430598256602,1347.9795342834975
LGD.Forever Young,Ahfu,The International 2017,2017-08-02,2017-08-12,1173.8604175375312,1261.3960095089737,1248.1430598256602,1347.9795342834975
LGD.Forever Young,Ddc,The International 2017,2017-08-02,2017-08-12,1173.8604175375312,1261.3960095089737,1248.1430598256602,1347.9795342834975
LGD Gaming,Ame,The International 2017,2017-08-02,2017-08-12,1232.5178352226335,1407.5573272046959,1240.3827388149155,1350.3701878643847
LGD Gaming,ELeVeN,The International 2017,2017-08-02,2017-08-12,1232.5178352226335,1407.5573272046959,1240.3827388149155,1350.3701878643847
LGD Gaming,Yao,The International 2017,2017-08-02,2017-08-12,1232.5178352226335,1407.5573272046959,1240.3827388149155,1350.3701878643847
LGD Gaming,Victoria,The International 2017,2017-08-02,2017-08-12,1232.5178352226335,1407.5573272046959,1240.3827388149155,1350.3701878643847
TNC Pro Team,Raven,The International 2017,2017-08-02,2017-08-12,1150.2968598794396,1210.379970858081,1097.8349708717217,1124.4583664456873
TNC Pro Team,Kuku,The International 2017,2017-08-02,2017-08-12,1150.2968598794396,1210.379970858081,1097.8349708717217,1124.4583664456873
TNC Pro Team,Sam H,The International 2017,2017-08-02,2017-08-12,1150.2968598794396,1210.379970858081,1097.8349708717217,1124.4583664456873
TNC Pro Team,Tims,The International 2017,2017-08-02,2017-08-12,1150.2968598794396,1210.379970858081,1097.8349708717217,1124.4583664456873
TNC Pro Team,1437,The International 2017,2017-08-02,2017-08-12,1150.2968598794396,1210.379970858081,1097.8349708717217,1124.4583664456873
Fnatic,Ahjit,The International 2017,2017-08-02,2017-08-12,1077.0522428611248,1136.205207867201,994.5704553995271,1001.2993100860804
Fnatic,QO,The International 2017,2017-08-02,2017-08-12,1077.0522428611248,1136.205207867201,994.5704553995271,1001.2993100860804
Fnatic,Ohaiyo,The International 2017,2017-08-02,2017-08-12,1077.0522428611248,1136.205207867201,994.5704553995271,1001.2993100860804
Fnatic,Febby,The International 2017,2017-08-02,2017-08-12,1077.0522428611248,1136.205207867201,994.5704553995271,1001.2993100860804
Fnatic,DJ,The International 2017,2017-08-02,2017-08-12,1077.0522428611248,1136.205207867201,994.5704553995271,1001.2993100860804
Execration,Nando,The International 2017,2017-08-02,2017-08-12,1043.333355128528,1115.0010651979426,984.7764649870153,1000.5343320869316
Execration,CartMaN,The International 2017,2017-08-02,2017-08-12,1043.333355128528,1115.0010651979426,984.7764649870153,1000.5343320869316
Execration,Bimbo,The International 2017,2017-08-02,2017-08-12,1043.333355128528,1115.0010651979426,984.7764649870153,1000.5343320869316
Execration,RR,The International 2017,2017-08-02,2017-08-12,1043.333355128528,1115.0010651979426,984.7764649870153,1000.5343320869316
Execration,Kim0,The International 2017,2017-08-02,2017-08-12,1043.333355128528,1115.0010651979426,984.7764649870153,1000.5343320869316
Cloud9,EternaLEnVy,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
Cloud9,MSS,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
Cloud9,Aui 2000,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
Cloud9,Pieliedie,The International 2017,2017-08-02,2017-08-12,N/A,N/A,N/A,N/A
Digital Chaos,Mason,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266002,1052.3633482470036,1074.4041470384718
Digital Chaos,Abed,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266002,1052.3633482470036,1074.4041470384718
Digital Chaos,Forev,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266002,1052.3633482470036,1074.4041470384718
Digital Chaos,BuLba,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266002,1052.3633482470036,1074.4041470384718
Digital Chaos,DuBu,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266002,1052.3633482470036,1074.4041470384718
Infamous,Benjaz,The International 2017,2017-08-02,2017-08-12,1123.6714061441378,1194.0181274925185,1048.7432280855307,1088.7209896515617
Infamous,Timado,The International 2017,2017-08-02,2017-08-12,1123.6714061441378,1194.0181274925185,1048.7432280855307,1088.7209896515617
Infamous,Kingteka,The International 2017,2017-08-02,2017-08-12,1123.6714061441378,1194.0181274925185,1048.7432280855307,1088.7209896515617
Infamous,Matthew,The International 2017,2017-08-02,2017-08-12,1123.6714061441378,1194.0181274925185,1048.7432280855307,1088.7209896515617
Infamous,Accel,The International 2017,2017-08-02,2017-08-12,1123.6714061441378,1194.0181274925185,1048.7432280855307,1088.7209896515617
Invictus Gaming,BurNIng,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1092.5423069933377,1151.3431730011273,1102.9785125929145,1168.8720692624584
Invictus Gaming,Op,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1092.5423069933377,1151.3431730011273,1102.9785125929145,1168.8720692624584
Invictus Gaming,Xxs,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1092.5423069933377,1151.3431730011273,1102.9785125929145,1168.8720692624584
Invictus Gaming,BoBoKa,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1092.5423069933377,1151.3431730011273,1102.9785125929145,1168.8720692624584
Invictus Gaming,Q,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1092.5423069933377,1151.3431730011273,1102.9785125929145,1168.8720692624584
Newbee,Moogy,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1180.527356156306,1256.2272888180842,1176.5881049938941,1250.3736951811043
Newbee,Sccc,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1180.527356156306,1256.2272888180842,1176.5881049938941,1250.3736951811043
Newbee,Kpii,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1180.527356156306,1256.2272888180842,1176.5881049938941,1250.3736951811043
Newbee,Faith,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1180.527356156306,1256.2272888180842,1176.5881049938941,1250.3736951811043
Newbee,Kaka,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1180.527356156306,1256.2272888180842,1176.5881049938941,1250.3736951811043
OG,N0tail,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1064.2573867407705,1082.2609935858961,1106.3115984741212,1173.9500663686151
OG,Ana,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1064.2573867407705,1082.2609935858961,1106.3115984741212,1173.9500663686151
OG,S4,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1064.2573867407705,1082.2609935858961,1106.3115984741212,1173.9500663686151
OG,JerAx,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1064.2573867407705,1082.2609935858961,1106.3115984741212,1173.9500663686151
OG,Fly,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1064.2573867407705,1082.2609935858961,1106.3115984741212,1173.9500663686151
Evil Geniuses,Arteezy,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.3831838696835,1295.309580940985,1174.114177739987,1216.3633939577778
Evil Geniuses,UNiVeRsE,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.3831838696835,1295.309580940985,1174.114177739987,1216.3633939577778
Evil Geniuses,Zai,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.3831838696835,1295.309580940985,1174.114177739987,1216.3633939577778
Evil Geniuses,Cr1t-,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.3831838696835,1295.309580940985,1174.114177739987,1216.3633939577778
LGD.Forever Young,Monet,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1190.4006712209725,1299.2165666333208,1178.9608092897167,1254.9092085216212
LGD.Forever Young,Super,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1190.4006712209725,1299.2165666333208,1178.9608092897167,1254.9092085216212
LGD.Forever Young,Inflame,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1190.4006712209725,1299.2165666333208,1178.9608092897167,1254.9092085216212
LGD.Forever Young,Ahfu,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1190.4006712209725,1299.2165666333208,1178.9608092897167,1254.9092085216212
LGD.Forever Young,Ddc,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1190.4006712209725,1299.2165666333208,1178.9608092897167,1254.9092085216212
LGD Gaming,Ame,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.0931395537805,1348.9134838666573,1206.8566329006094,1357.079833963456
LGD Gaming,ELeVeN,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.0931395537805,1348.9134838666573,1206.8566329006094,1357.079833963456
LGD Gaming,Yao,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.0931395537805,1348.9134838666573,1206.8566329006094,1357.079833963456
LGD Gaming,Victoria,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1207.0931395537805,1348.9134838666573,1206.8566329006094,1357.079833963456
Clutch Gamers,Gabbi,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1004.5543338896009,1012.9360353766026,984.8502854125086,987.4536834878933
Clutch Gamers,Armel,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1004.5543338896009,1012.9360353766026,984.8502854125086,987.4536834878933
Clutch Gamers,Rapy,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1004.5543338896009,1012.9360353766026,984.8502854125086,987.4536834878933
Clutch Gamers,Boombacs,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1004.5543338896009,1012.9360353766026,984.8502854125086,987.4536834878933
Clutch Gamers,Flysolo,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1004.5543338896009,1012.9360353766026,984.8502854125086,987.4536834878933
Virtus.pro,RAMZES666,DOTA Summit 7,2017-06-14,2017-06-18,1174.1919860557089,1247.232405873822,1227.0390928695547,1365.0244588883725
Virtus.pro,Noone,DOTA Summit 7,2017-06-14,2017-06-18,1174.1919860557089,1247.232405873822,1227.0390928695547,1365.0244588883725
Virtus.pro,9pasha,DOTA Summit 7,2017-06-14,2017-06-18,1174.1919860557089,1247.232405873822,1227.0390928695547,1365.0244588883725
Virtus.pro,Lil,DOTA Summit 7,2017-06-14,2017-06-18,1174.1919860557089,1247.232405873822,1227.0390928695547,1365.0244588883725
