team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
Wings Gaming,Y`,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1095.3040231170323,1156.371121182788,1080.9687864289288,1126.2794693122016
Wings Gaming,Iceice,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1095.3040231170323,1156.371121182788,1080.9687864289288,1126.2794693122016
OG,N0tail,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1237.6063503886994,1367.850738527819,1241.896005148124,1328.541640188071
OG,Ana,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1237.6063503886994,1367.850738527819,1241.896005148124,1328.541640188071
OG,S4,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1237.6063503886994,1367.850738527819,1241.896005148124,1328.541640188071
OG,JerAx,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1237.6063503886994,1367.850738527819,1241.896005148124,1328.541640188071
OG,Fly,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1237.6063503886994,1367.850738527819,1241.896005148124,1328.541640188071
Newbee,Sccc,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1213.0682677660777,1318.1280336801824,1178.8771221224038,1283.1454913666653
Newbee,Kpii,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1213.0682677660777,1318.1280336801824,1178.8771221224038,1283.1454913666653
Newbee,Faith,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1213.0682677660777,1318.1280336801824,1178.8771221224038,1283.1454913666653
Newbee,Kaka,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1213.0682677660777,1318.1280336801824,1178.8771221224038,1283.1454913666653
Invictus Gaming,BurNIng,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1308.6413486094243,1440.6813411658777,1359.6288654968216,1550.9989016719921
Invictus Gaming,Op,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1308.6413486094243,1440.6813411658777,1359.6288654968216,1550.9989016719921
Invictus Gaming,Xxs,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1308.6413486094243,1440.6813411658777,1359.6288654968216,1550.9989016719921
Invictus Gaming,BoBoKa,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1308.6413486094243,1440.6813411658777,1359.6288654968216,1550.9989016719921
Invictus Gaming,Q,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1308.6413486094243,1440.6813411658777,1359.6288654968216,1550.9989016719921
Team VGJ,Agressif,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1091.8668424621023,1087.7494537305201,1071.2337293125445,1109.8414244278554
Team VGJ,Freeze,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1091.8668424621023,1087.7494537305201,1071.2337293125445,1109.8414244278554
Team VGJ,Fy,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1091.8668424621023,1087.7494537305201,1071.2337293125445,1109.8414244278554
Team VGJ,Fenrir,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1091.8668424621023,1087.7494537305201,1071.2337293125445,1109.8414244278554
LGD.Forever Young,Monet,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1042.704127944641,1052.839736058642,1078.547467000366,1132.775138865857
LGD.Forever Young,Super,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1042.704127944641,1052.839736058642,1078.547467000366,1132.775138865857
LGD.Forever Young,Jixing,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1042.704127944641,1052.839736058642,1078.547467000366,1132.775138865857
LGD.Forever Young,White,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1042.704127944641,1052.839736058642,1078.547467000366,1132.775138865857
LGD.Forever Young,Lpc,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1042.704127944641,1052.839736058642,1078.547467000366,1132.775138865857
IG Vitality,Paparazi?,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1106.0175663777068,1175.8078358755536,1094.5223557385573,1163.754547490699
IG Vitality,InJuly,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1106.0175663777068,1175.8078358755536,1094.5223557385573,1163.754547490699
IG Vitality,Super (Su Peng),Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1106.0175663777068,1175.8078358755536,1094.5223557385573,1163.754547490699
IG Vitality,Dogf1ghts,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1106.0175663777068,1175.8078358755536,1094.5223557385573,1163.754547490699
Team NP,Aui 2000,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1153.9866999186963,1231.31374310868,1110.3690498472488,1134.5843879910478
Team NP,EternaLEnVy,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1153.9866999186963,1231.31374310868,1110.3690498472488,1134.5843879910478
Team NP,MSS,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1153.9866999186963,1231.31374310868,1110.3690498472488,1134.5843879910478
Team NP,1437,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1153.9866999186963,1231.31374310868,1110.3690498472488,1134.5843879910478
Team NP,SVG,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1153.9866999186963,1231.31374310868,1110.3690498472488,1134.5843879910478
Team Faceless,Black^,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1159.7379799470057,1187.5360903146081,1072.1202452357252,1058.4614147459558
Team Faceless,Jabz,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1159.7379799470057,1187.5360903146081,1072.1202452357252,1058.4614147459558
Team Faceless,Iceiceice,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1159.7379799470057,1187.5360903146081,1072.1202452357252,1058.4614147459558
Team Faceless,Xy-,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1159.7379799470057,1187.5360903146081,1072.1202452357252,1058.4614147459558
Team Faceless,NutZ,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1159.7379799470057,1187.5360903146081,1072.1202452357252,1058.4614147459558
Team Liquid,MATUMBAMAN,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1206.6640087934911,1308.4192391796735,1200.7057031876104,1282.9726415580121
Team Liquid,Miracle-,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1206.6640087934911,1308.4192391796735,1200.7057031876104,1282.9726415580121
Team Liquid,MinD ContRoL,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1206.6640087934911,1308.4192391796735,1200.7057031876104,1282.9726415580121
Team Liquid,GH,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1206.6640087934911,1308.4192391796735,1200.7057031876104,1282.9726415580121
Team Liquid,KuroKy,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1206.6640087934911,1308.4192391796735,1200.7057031876104,1282.9726415580121
Team Empire,Chappie,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1113.398610620912,1206.5422608835704,1102.3552867418448,1169.447071497518
Team Empire,Fn,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1113.398610620912,1206.5422608835704,1102.3552867418448,1169.447071497518
Team Empire,Ghostik,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1113.398610620912,1206.5422608835704,1102.3552867418448,1169.447071497518
Team Empire,Miposhka,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1113.398610620912,1206.5422608835704,1102.3552867418448,1169.447071497518
Team Empire,KingR,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1113.398610620912,1206.5422608835704,1102.3552867418448,1169.447071497518
Wings Gaming,Shadow (player),StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1121.9897511112465,1177.0285543017012,1100.9220439418436,1157.7875371321882
Wings Gaming,BLink,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1121.9897511112465,1177.0285543017012,1100.9220439418436,1157.7875371321882
Wings Gaming,Faith bian,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1121.9897511112465,1177.0285543017012,1100.9220439418436,1157.7875371321882
Wings Gaming,Y`,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1121.9897511112465,1177.0285543017012,1100.9220439418436,1157.7875371321882
Wings Gaming,Iceice,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1121.9897511112465,1177.0285543017012,1100.9220439418436,1157.7875371321882
OG,N0tail,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1247.6951269385866,1356.6844898990598,1220.5009526832337,1318.1128516618987
OG,Ana,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1247.6951269385866,1356.6844898990598,1220.5009526832337,1318.1128516618987
OG,S4,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1247.6951269385866,1356.6844898990598,1220.5009526832337,1318.1128516618987
OG,JerAx,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1247.6951269385866,1356.6844898990598,1220.5009526832337,1318.1128516618987
OG,Fly,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1247.6951269385866,1356.6844898990598,1220.5009526832337,1318.1128516618987
Team Liquid,MATUMBAMAN,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1218.7835378697887,1357.8834477094606,1290.5219036770031,1474.4953744991449
Team Liquid,Miracle-,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1218.7835378697887,1357.8834477094606,1290.5219036770031,1474.4953744991449
Team Liquid,MinD ContRoL,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1218.7835378697887,1357.8834477094606,1290.5219036770031,1474.4953744991449
Team Liquid,GH,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1218.7835378697887,1357.8834477094606,1290.5219036770031,1474.4953744991449
Team Liquid,KuroKy,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1218.7835378697887,1357.8834477094606,1290.5219036770031,1474.4953744991449
Team Secret,MP,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1122.578813704048,1175.814236359459,1103.190623320972,1128.3227649400053
Team Secret,MidOne,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1122.578813704048,1175.814236359459,1103.190623320972,1128.3227649400053
Team Secret,KheZu,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1122.578813704048,1175.814236359459,1103.190623320972,1128.3227649400053
Team Secret,Puppey,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1122.578813704048,1175.814236359459,1103.190623320972,1128.3227649400053
Team Secret,Pieliedie,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1122.578813704048,1175.814236359459,1103.190623320972,1128.3227649400053
Team VGJ,Agressif,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1093.8030035448685,1144.6429328411566,1195.8812407916123,1332.152884280445
Team VGJ,Freeze,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1093.8030035448685,1144.6429328411566,1195.8812407916123,1332.152884280445
Team VGJ,Fy,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1093.8030035448685,1144.6429328411566,1195.8812407916123,1332.152884280445
Team VGJ,Fenrir,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1093.8030035448685,1144.6429328411566,1195.8812407916123,1332.152884280445
IG Vitality,Paparazi?,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1112.8905458508532,1123.2149139592655,1079.160426560937,1058.7917356873593
IG Vitality,InJuly,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1112.8905458508532,1123.2149139592655,1079.160426560937,1058.7917356873593
IG Vitality,Dogf1ghts,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1112.8905458508532,1123.2149139592655,1079.160426560937,1058.7917356873593
Digital Chaos,Resolut1on,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1169.396756954485,1245.5393845385106,1099.1760367385705,1116.7875107194207
Digital Chaos,W33,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1169.396756954485,1245.5393845385106,1099.1760367385705,1116.7875107194207
Digital Chaos,MoonMeander,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1169.396756954485,1245.5393845385106,1099.1760367385705,1116.7875107194207
Digital Chaos,Saksa,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1169.396756954485,1245.5393845385106,1099.1760367385705,1116.7875107194207
Digital Chaos,MiSeRy,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1169.396756954485,1245.5393845385106,1099.1760367385705,1116.7875107194207
TNC Pro Team,Raven,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1114.4307616581775,1129.974011863451,1136.0636804523042,1196.2053897390658
TNC Pro Team,Kuku,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1114.4307616581775,1129.974011863451,1136.0636804523042,1196.2053897390658
TNC Pro Team,Sam H,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1114.4307616581775,1129.974011863451,1136.0636804523042,1196.2053897390658
TNC Pro Team,Tims,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1114.4307616581775,1129.974011863451,1136.0636804523042,1196.2053897390658
TNC Pro Team,RyOyr,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1114.4307616581775,1129.974011863451,1136.0636804523042,1196.2053897390658
Elements Pro Gaming,Swiftending,Dota Pit League Season 5,2017-01-20,2017-01-22,1039.6534878720645,1093.3761524571314,1039.1115331330038,1092.0999558082349
Elements Pro Gaming,Kole,Dota Pit League Season 5,2017-01-20,2017-01-22,1039.6534878720645,1093.3761524571314,1039.1115331330038,1092.0999558082349
Elements Pro Gaming,Mitch,Dota Pit League Season 5,2017-01-20,2017-01-22,1039.6534878720645,1093.3761524571314,1039.1115331330038,1092.0999558082349
Elements Pro Gaming,G0g1,Dota Pit League Season 5,2017-01-20,2017-01-22,1039.6534878720645,1093.3761524571314,1039.1115331330038,1092.0999558082349
Elements Pro Gaming,LeBronDota,Dota Pit League Season 5,2017-01-20,2017-01-22,1039.6534878720645,1093.3761524571314,1039.1115331330038,1092.0999558082349
Digital Chaos,Resolut1on,Dota Pit League Season 5,2017-01-20,2017-01-22,1179.9430509741833,1302.0838001240718,1133.3994857658677,1194.7438223471588
Digital Chaos,W33,Dota Pit League Season 5,2017-01-20,2017-01-22,1179.9430509741833,1302.0838001240718,1133.3994857658677,1194.7438223471588
Digital Chaos,MoonMeander,Dota Pit League Season 5,2017-01-20,2017-01-22,1179.9430509741833,1302.0838001240718,1133.3994857658677,1194.7438223471588
Digital Chaos,Saksa,Dota Pit League Season 5,2017-01-20,2017-01-22,1179.9430509741833,1302.0838001240718,1133.3994857658677,1194.7438223471588
Digital Chaos,MiSeRy,Dota Pit League Season 5,2017-01-20,2017-01-22,1179.9430509741833,1302.0838001240718,1133.3994857658677,1194.7438223471588
OG,N0tail,Dota Pit League Season 5,2017-01-20,2017-01-22,1222.820371197578,1340.0407271653085,1200.2110929501487,1278.8531314409452
OG,Ana,Dota Pit League Season 5,2017-01-20,2017-01-22,1222.820371197578,1340.0407271653085,1200.2110929501487,1278.8531314409452
OG,S4,Dota Pit League Season 5,2017-01-20,2017-01-22,1222.820371197578,1340.0407271653085,1200.2110929501487,1278.8531314409452
OG,JerAx,Dota Pit League Season 5,2017-01-20,2017-01-22,1222.820371197578,1340.0407271653085,1200.2110929501487,1278.8531314409452
OG,Fly,Dota Pit League Season 5,2017-01-20,2017-01-22,1222.820371197578,1340.0407271653085,1200.2110929501487,1278.8531314409452
Team Secret,MP,Dota Pit League Season 5,2017-01-20,2017-01-22,1108.3595854386112,1184.809903417199,1108.0713194575503,1191.6325898179346
Team Secret,MidOne,Dota Pit League Season 5,2017-01-20,2017-01-22,1108.3595854386112,1184.809903417199,1108.0713194575503,1191.6325898179346
Team Secret,KheZu,Dota Pit League Season 5,2017-01-20,2017-01-22,1108.3595854386112,1184.809903417199,1108.0713194575503,1191.6325898179346
Team Secret,Puppey,Dota Pit League Season 5,2017-01-20,2017-01-22,1108.3595854386112,1184.809903417199,1108.0713194575503,1191.6325898179346
Team Secret,Pieliedie,Dota Pit League Season 5,2017-01-20,2017-01-22,1108.3595854386112,1184.809903417199,1108.0713194575503,1191.6325898179346
Virtus.pro,RAMZES666,Dota Pit League Season 5,2017-01-20,2017-01-22,1221.272499759171,1296.5494967370782,1182.8749711850824,1227.5135949457165
Virtus.pro,9pasha,Dota Pit League Season 5,2017-01-20,2017-01-22,1221.272499759171,1296.5494967370782,1182.8749711850824,1227.5135949457165
Virtus.pro,Lil,Dota Pit League Season 5,2017-01-20,2017-01-22,1221.272499759171,1296.5494967370782,1182.8749711850824,1227.5135949457165
Virtus.pro,Solo,Dota Pit League Season 5,2017-01-20,2017-01-22,1221.272499759171,1296.5494967370782,1182.8749711850824,1227.5135949457165
Team Faceless,Black^,Dota Pit League Season 5,2017-01-20,2017-01-22,1115.2991975949535,1196.754312256007,1148.0136225631954,1262.6203434833433
Team Faceless,Jabz,Dota Pit League Season 5,2017-01-20,2017-01-22,1115.2991975949535,1196.754312256007,1148.0136225631954,1262.6203434833433
Team Faceless,Iceiceice,Dota Pit League Season 5,2017-01-20,2017-01-22,1115.2991975949535,1196.754312256007,1148.0136225631954,1262.6203434833433
Team Faceless,Xy-,Dota Pit League Season 5,2017-01-20,2017-01-22,1115.2991975949535,1196.754312256007,1148.0136225631954,1262.6203434833433
Team Faceless,NutZ,Dota Pit League Season 5,2017-01-20,2017-01-22,1115.2991975949535,1196.754312256007,1148.0136225631954,1262.6203434833433
Invictus Gaming,BurNIng,Dota Pit League Season 5,2017-01-20,2017-01-22,1214.156428095756,1294.2741292801848,1202.9695221361799,1275.7786379704569
Invictus Gaming,Op,Dota Pit League Season 5,2017-01-20,2017-01-22,1214.156428095756,1294.2741292801848,1202.9695221361799,1275.7786379704569
Invictus Gaming,Xxs,Dota Pit League Season 5,2017-01-20,2017-01-22,1214.156428095756,1294.2741292801848,1202.9695221361799,1275.7786379704569
Invictus Gaming,BoBoKa,Dota Pit League Season 5,2017-01-20,2017-01-22,1214.156428095756,1294.2741292801848,1202.9695221361799,1275.7786379704569
Invictus Gaming,Q,Dota Pit League Season 5,2017-01-20,2017-01-22,1214.156428095756,1294.2741292801848,1202.9695221361799,1275.7786379704569
Evil Geniuses,Arteezy,Dota Pit League Season 5,2017-01-20,2017-01-22,1132.9976529026424,1198.2429087650064,1202.9784565464183,1356.8377504232876
Evil Geniuses,SumaiL,Dota Pit League Season 5,2017-01-20,2017-01-22,1132.9976529026424,1198.2429087650064,1202.9784565464183,1356.8377504232876
Evil Geniuses,UNiVeRsE,Dota Pit League Season 5,2017-01-20,2017-01-22,1132.9976529026424,1198.2429087650064,1202.9784565464183,1356.8377504232876
Evil Geniuses,Zai,Dota Pit League Season 5,2017-01-20,2017-01-22,1132.9976529026424,1198.2429087650064,1202.9784565464183,1356.8377504232876
Evil Geniuses,Cr1t-,Dota Pit League Season 5,2017-01-20,2017-01-22,1132.9976529026424,1198.2429087650064,1202.9784565464183,1356.8377504232876
Aboshamalah (page does not exist),Beesa,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Aboshamalah (page does not exist),MagE-,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Aboshamalah (page does not exist),AfrOmoush,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Cloud9,Ace,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Cloud9,13abyKnight,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Cloud9,Ryze,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Horde,Gorgc,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Horde,Excalibur,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Horde,Eskillz,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Horde,Pablo,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Horde,Akke,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Alliance,Loda,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1039.6530416551634,1095.2435870005465,1119.122285007779,1235.6176088559175
Alliance,Limmp,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1039.6530416551634,1095.2435870005465,1119.122285007779,1235.6176088559175
Alliance,Jonassomfan,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1039.6530416551634,1095.2435870005465,1119.122285007779,1235.6176088559175
Alliance,EGM,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1039.6530416551634,1095.2435870005465,1119.122285007779,1235.6176088559175
Alliance,Handsken,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1039.6530416551634,1095.2435870005465,1119.122285007779,1235.6176088559175
SG e-sports,HFn,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
SG e-sports,Tavo,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
SG e-sports,C4t,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
T Show,Therence,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
T Show,Cys,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
T Show,Mandy,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
T Show,Baga,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Vultur,Papita,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
To.be.or.not.to.be,ChaoYue,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
To.be.or.not.to.be,RampaGe,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
To.be.or.not.to.be,Lwy,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
To.be.or.not.to.be,MelodyLovers,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
To.be.or.not.to.be,Luobo,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
MVP Revolution,Runec,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
MVP Revolution,Zayac,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Signature.Trust,LaKelz,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Signature.Trust,MyPro,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Signature.Trust,AabBAA,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
Signature.Trust,Boombell,World Electronic Sports Games 2016,2017-01-12,2017-01-15,N/A,N/A,N/A,N/A
MAX.Y,Chalice,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1066.2604206125982,1126.8588332937572,1019.0155241536636,1026.4707431195786
MAX.Y,Mool,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1066.2604206125982,1126.8588332937572,1019.0155241536636,1026.4707431195786
MAX.Y,Hy,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1066.2604206125982,1126.8588332937572,1019.0155241536636,1026.4707431195786
MAX.Y,Sugar baby,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1066.2604206125982,1126.8588332937572,1019.0155241536636,1026.4707431195786
TNC Pro Team,Raven,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1023.4377128693183,1025.562446220871,1146.025356423336,1280.7767987533248
TNC Pro Team,Kuku,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1023.4377128693183,1025.562446220871,1146.025356423336,1280.7767987533248
TNC Pro Team,Sam H,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1023.4377128693183,1025.562446220871,1146.025356423336,1280.7767987533248
TNC Pro Team,Tims,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1023.4377128693183,1025.562446220871,1146.025356423336,1280.7767987533248
TNC Pro Team,RyOyr,World Electronic Sports Games 2016,2017-01-12,2017-01-15,1023.4377128693183,1025.562446220871,1146.025356423336,1280.7767987533248
Fnatic,Mushi,ESL One Genting 2017,2017-01-06,2017-01-08,1027.8164584125889,1023.7737650066357,996.6373436088102,968.8598560418887
Fnatic,InYourdreaM,ESL One Genting 2017,2017-01-06,2017-01-08,1027.8164584125889,1023.7737650066357,996.6373436088102,968.8598560418887
Fnatic,Ohaiyo,ESL One Genting 2017,2017-01-06,2017-01-08,1027.8164584125889,1023.7737650066357,996.6373436088102,968.8598560418887
Fnatic,Febby,ESL One Genting 2017,2017-01-06,2017-01-08,1027.8164584125889,1023.7737650066357,996.6373436088102,968.8598560418887
Fnatic,YamateH,ESL One Genting 2017,2017-01-06,2017-01-08,1027.8164584125889,1023.7737650066357,996.6373436088102,968.8598560418887
Digital Chaos,W33,ESL One Genting 2017,2017-01-06,2017-01-08,1163.4830339279504,1257.8611942289147,1195.4314249670779,1328.0852869733071
Digital Chaos,MoonMeander,ESL One Genting 2017,2017-01-06,2017-01-08,1163.4830339279504,1257.8611942289147,1195.4314249670779,1328.0852869733071
Digital Chaos,MiSeRy,ESL One Genting 2017,2017-01-06,2017-01-08,1163.4830339279504,1257.8611942289147,1195.4314249670779,1328.0852869733071
Digital Chaos,Saksa,ESL One Genting 2017,2017-01-06,2017-01-08,1163.4830339279504,1257.8611942289147,1195.4314249670779,1328.0852869733071
Wings Gaming,Shadow (player),ESL One Genting 2017,2017-01-06,2017-01-08,1151.5494237081948,1207.118606522408,1167.4110296975657,1242.9428070108343
Wings Gaming,BLink,ESL One Genting 2017,2017-01-06,2017-01-08,1151.5494237081948,1207.118606522408,1167.4110296975657,1242.9428070108343
Wings Gaming,Faith bian,ESL One Genting 2017,2017-01-06,2017-01-08,1151.5494237081948,1207.118606522408,1167.4110296975657,1242.9428070108343
Wings Gaming,Y`,ESL One Genting 2017,2017-01-06,2017-01-08,1151.5494237081948,1207.118606522408,1167.4110296975657,1242.9428070108343
Wings Gaming,Iceice,ESL One Genting 2017,2017-01-06,2017-01-08,1151.5494237081948,1207.118606522408,1167.4110296975657,1242.9428070108343
Team NP,Aui 2000,ESL One Genting 2017,2017-01-06,2017-01-08,1036.2248470456761,1071.046360662608,1050.712951084431,1097.5906328262756
Team NP,MSS,ESL One Genting 2017,2017-01-06,2017-01-08,1036.2248470456761,1071.046360662608,1050.712951084431,1097.5906328262756
Team NP,SVG,ESL One Genting 2017,2017-01-06,2017-01-08,1036.2248470456761,1071.046360662608,1050.712951084431,1097.5906328262756
Team NP,1437,ESL One Genting 2017,2017-01-06,2017-01-08,1036.2248470456761,1071.046360662608,1050.712951084431,1097.5906328262756
Newbee,Sccc,ESL One Genting 2017,2017-01-06,2017-01-08,1245.4972534884446,1352.4987948959176,1214.5570200835245,1278.885229206412
Newbee,Kpii,ESL One Genting 2017,2017-01-06,2017-01-08,1245.4972534884446,1352.4987948959176,1214.5570200835245,1278.885229206412
Newbee,Faith,ESL One Genting 2017,2017-01-06,2017-01-08,1245.4972534884446,1352.4987948959176,1214.5570200835245,1278.885229206412
Newbee,Kaka,ESL One Genting 2017,2017-01-06,2017-01-08,1245.4972534884446,1352.4987948959176,1214.5570200835245,1278.885229206412
